CODE,SHARE NAME,INDUSTRY,SHARES,WEIGHT,MARKET CAP,CLOSING,RSI Comparison Sector,RSI Comparison Market,Current Price,Current Value,Next Week Prediction,Next Month Prediction,Next Week Volume Prediction,Next Month Volume Prediction,Z-Score,Overbought_Oversold,Overbought_Oversold_Value,SECTOR RSI 1M,SECTOR RSI 3M,SECTOR RSI 6M,MARKET RSI 1M,MARKET RSI 3M,MARKET RSI 6M
AFH.JO,ALEXANDER FORBES GROUP HOLDINGS,Investment Banking and Brokerage Service,103.0,0.0002,752.53,7.31,STXFIN,%5EJ300,667.0,667.0,-0.02,-0.03,25.94,28.41,1.08,-0.06,0.94,0.9,0.93,0.91,0.9,1.03,1.1
AFT.JO,AFRIMAT LTD,Industrial Metals & Mining,79.0,0.0014,5794.38,73.07,STXRES,%5EJ300,6414.0,6414.0,0.06,0.09,-0.46,-0.51,-2.52,-0.03,0.97,0.94,1.05,0.86,0.9,0.97,1.11
AGL.JO,ANGLO,Industrial Metals & Mining,278.0,0.0383,154135.89,554.01,STXRES,%5EJ300,51891.0,51891.0,0.01,0.0,-0.08,-0.23,-0.9,-0.03,0.97,0.98,0.91,1.05,0.94,0.84,1.31
AIL.JO,African Rainbow Investements,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,663.0,663.0,-0.02,-0.05,-0.16,-0.17,0.38,0.01,1.01,0.98,1.02,1.16,0.98,1.12,1.37
AIP.JO,ADCOCK INGRAM,Pharmaceuticals & Biotechnology,46.0,0.0007,2707.49,59.5,STXFIN,%5EJ300,5705.0,5705.0,-0.02,-0.08,-0.88,-0.96,-1.17,-0.02,0.98,0.95,0.9,0.91,0.95,0.99,1.11
AME.JO,Africa media Entertainment,Media,,0.0,,,STXFIN,%5EJ300,4100.0,4100.0,0.03,0.03,-0.88,-0.96,-0.42,-0.02,0.98,1.09,1.01,1.07,1.09,1.12,1.27
AMS.JO,ANGLOPLAT,Precious Metals and Mining,39.0,0.0062,24893.42,644.5,STXRES,%5EJ300,61694.0,61694.0,0.02,-0.05,0.27,0.3,-1.2,0.03,1.03,1.02,0.92,0.74,0.98,0.84,0.97
ANG.JO,ANGLO GOLD ASHANTI,Precious Metals and Mining,207.0,0.0262,105762.12,511.7,STXRES,%5EJ300,53226.0,53226.0,-0.11,-0.23,-0.43,-0.47,2.19,0.05,1.05,1.04,1.23,1.36,0.99,1.13,1.65
ANH.JO,ANHEUSER-BUSCH INBEV,Beverages,51.0,0.0137,55204.04,1077.98,STXACW,%5EJ300,111450.0,111450.0,-0.01,-0.03,0.47,0.14,-0.23,0.02,1.02,1.05,0.93,,1.03,0.92,1.04
AOO.JO,African and Overseas,Retailers,,0.0,,,STXFIN,%5EJ300,16.25,16.25,0.0,0.02,inf,inf,,0.0,1.0,1.01,0.89,0.89,1.01,0.98,1.08
APN.JO,ASPEN,Pharmaceuticals & Biotechnology,261.0,0.0153,61449.02,235.44,STXFIN,%5EJ300,23308.0,23308.0,0.05,0.08,-0.08,-0.08,-1.16,0.01,1.01,1.0,0.9,1.05,1.0,0.99,1.25
ARI.JO,AFRICAN RAINBOW,Industrial Metals & Mining,69.0,0.0039,15716.37,228.71,STXRES,%5EJ300,19590.0,19590.0,0.03,0.0,-0.35,-0.39,-2.19,-0.03,0.97,0.93,0.96,0.99,0.89,0.88,1.24
ARL.JO,ASTRAL,Food Producers,25.0,0.0011,4349.38,171.85,STXFIN,%5EJ300,16849.0,16849.0,-0.0,-0.0,-0.88,-0.96,0.03,0.01,1.01,1.03,0.99,0.95,1.03,1.09,1.15
ART.JO,Argent,General Industrials,,0.0,,,STXFIN,%5EJ300,2305.0,2305.0,-0.07,-0.16,0.31,-0.96,1.02,0.02,1.02,1.09,1.07,1.2,1.09,1.18,1.4
ATT.JO,ATTACQ,Real Estate Investment Trusts,465.0,0.0012,5037.97,10.84,STXPRO,%5EJ300,1125.0,1125.0,-0.04,-0.06,-0.06,-0.07,2.61,-0.0,1.0,1.03,0.99,1.06,1.03,1.05,1.21
AVI.JO,AVI LIMITED,Food Producers,224.0,0.0053,21544.49,95.99,STXFIN,%5EJ300,9832.0,9832.0,-0.01,-0.01,0.26,0.29,1.95,0.01,1.01,1.02,0.99,0.98,1.02,1.09,1.18
BAT.JO,Brait,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,88.0,88.0,-0.15,-0.16,5.36,3.04,0.49,-0.06,0.94,0.84,0.65,0.43,0.84,0.72,0.62
BAW.JO,BARWORLD,General Industrials,122.0,0.0027,10983.75,89.72,STXFIN,%5EJ300,9347.0,9347.0,-0.0,-0.0,1.34,1.47,0.78,0.01,1.01,1.09,0.97,1.16,1.09,1.07,1.36
BCF.JO,Bowler Metcalf,General Industrials,,0.0,,,STXFIN,%5EJ300,1840.0,1840.0,-0.12,-0.17,inf,inf,1.27,0.12,1.12,1.69,1.51,1.54,1.69,1.67,1.75
BEL.JO,Bell,General Industrials,,0.0,,,STXFIN,%5EJ300,5020.0,5020.0,0.06,0.17,-0.15,-0.16,0.12,0.29,1.29,1.64,1.57,1.9,1.64,1.73,2.12
BHG.JO,BHP Group Limited,Industrial Metals & Mining,128.0,0.0168,67662.05,528.5,STXRES,%5EJ300,48880.0,48880.0,0.01,0.02,-0.06,-0.06,-1.14,-0.03,0.97,0.99,0.96,0.72,0.95,0.88,0.96
BID.JO,BID CORP LTD,Personal Care Drug and Grocery Stores,225.0,0.0237,95558.11,425.17,STXACW,%5EJ300,42700.0,42700.0,-0.02,-0.07,-0.27,-0.3,-1.99,0.02,1.02,1.06,0.98,,1.04,0.96,1.06
BIK.JO,Brikcor,Construction & Materials,,0.0,,,STXFIN,%5EJ300,16.0,16.0,-0.16,-0.26,-0.88,-0.96,4.25,0.02,1.02,1.16,1.09,0.89,1.15,1.21,1.08
BLU.JO,BLUE LABEL TELECOMS,Telecommunications Service Providers,330.0,0.0003,1401.32,4.24,STXFIN,%5EJ300,425.0,425.0,0.03,0.03,1.83,2.0,-1.6,0.03,1.03,1.01,0.88,1.1,1.01,0.98,1.3
BTI.JO,BRITISH AMERICAN TOBACCO PLC,Tobacco,175.0,0.0249,100481.37,575.34,STXACW,%5EJ300,65453.0,65453.0,0.01,0.04,-0.2,-0.22,1.06,0.06,1.06,1.17,1.14,,1.14,1.12,1.2
BTN.JO,Burstone Group Limited,Real Estate Investment Trusts,387.0,0.0007,2774.31,7.16,STXPRO,%5EJ300,789.0,789.0,0.01,0.05,0.48,0.53,2.06,0.04,1.04,1.09,1.03,0.88,1.09,1.09,1.03
BVT.JO,BIDVEST GROUP LIMITED,General Industrials,229.0,0.0162,65250.09,284.99,STXFIN,%5EJ300,26741.0,26741.0,0.01,0.03,0.49,0.68,-0.25,-0.02,0.98,0.94,0.91,1.01,0.94,1.01,1.21
BYI.JO,Bytes Technology Group,Software & Computer Services,34.0,0.001,4179.73,123.93,STXFIN,%5EJ300,10822.0,10822.0,0.03,0.02,3.41,3.74,-2.46,-0.05,0.95,1.0,0.84,0.67,1.0,0.92,0.86
CAC.JO,CAFCA,General Industrials,,0.0,,,STXFIN,%5EJ300,3.78,3.78,0.08,0.09,inf,inf,,-0.95,0.05,1.01,1.4,1.76,1.01,1.54,1.98
CAT.JO,Caxton,Media,,0.0,,,STXFIN,%5EJ300,1030.0,1030.0,-0.05,-0.15,1.89,2.07,0.52,0.0,1.0,1.03,0.89,0.9,1.03,0.98,1.1
CFR.JO,COMPAGNIE FINANCIERE,Personal Goods,40.0,0.0277,111535.13,2782.65,STXACW,%5EJ300,266633.0,266633.0,0.03,0.04,0.72,0.79,-1.44,-0.02,0.98,0.97,0.97,,0.95,0.95,1.02
CGN.JO,Cognition Holdings,Telecommunications Service Providers,,0.0,,,STXFIN,%5EJ300,1.03,1.03,69.7,70.68,inf,inf,-2.9,-0.05,0.95,,,,,,
CKS.JO,Crookes Brothers,Food Producers,,0.0,,,STXFIN,%5EJ300,3151.0,3151.0,0.08,0.08,0.28,-0.96,-2.28,0.07,1.07,0.94,0.9,0.92,0.94,0.99,1.11
CL=F,Crude Oil Aug 24,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,,,,,,,,,,0.92,0.86,0.87,0.92,0.94,1.06
CLH.JO,City Lodge,Travel & Leisure,,0.0,,,STXFIN,%5EJ300,420.0,420.0,-0.01,-0.1,0.24,0.27,-1.8,-0.01,0.99,0.95,0.9,0.79,0.95,1.0,0.99
CLI.JO,Clientele,Life Insurance,,0.0,,,STXFIN,%5EJ300,1045.0,1045.0,0.08,0.13,-0.88,-0.96,-1.92,0.02,1.02,1.02,0.89,0.77,1.02,0.98,0.97
CLS.JO,CLICKS GROUP,Personal Care Drug and Grocery Stores,161.0,0.0134,54039.71,336.6,STXFIN,%5EJ300,35231.0,35231.0,-0.01,-0.02,-0.18,-0.2,1.03,0.01,1.01,1.04,1.02,1.06,1.04,1.13,1.26
CMH.JO,CMH Holdings,Retailers,,0.0,,,STXFIN,%5EJ300,2806.0,2806.0,-0.01,-0.03,1.2,1.32,0.39,-0.01,0.99,1.0,0.9,0.94,1.0,0.99,1.14
CML.JO,CORONATION MANAGER F,Investment Banking and Brokerage Service,160.0,0.0015,5993.41,37.35,STXFIN,%5EJ300,3684.0,3684.0,0.02,0.02,-0.06,-0.88,-1.11,0.02,1.02,0.99,0.99,1.04,0.99,1.1,1.24
COH.JO,CURRO HOLDINGS LTD,Consumer Services,328.0,0.001,3885.51,11.85,STXFIN,%5EJ300,1200.0,1200.0,-0.01,-0.01,-0.34,-0.37,0.01,0.03,1.03,1.02,0.99,0.94,1.02,1.1,1.14
CPI.JO,CAPITEC,Banks,58.0,0.0375999999999999,151537.4,2635.0,STXFIN,%5EJ300,276700.0,276700.0,0.01,0.01,-0.88,-0.96,-0.18,0.03,1.03,1.05,1.09,1.24,1.05,1.2,1.44
CSB.JO,CASHBUILD,Retailers,15.0,0.0006,2500.45,169.78,STXFIN,%5EJ300,14800.0,14800.0,0.08,0.09,-0.32,-0.16,-2.93,0.02,1.02,0.95,0.89,1.0,0.95,0.98,1.2
DCP.JO,DIS-CHEM,Personal Care Drug and Grocery Stores,291.0,0.0025,9882.11,33.95,STXFIN,%5EJ300,3587.0,3587.0,-0.01,-0.03,1.4,1.53,0.92,0.02,1.02,1.09,0.95,1.1,1.08,1.05,1.3
DJP,iPath Bloomberg Commodity Index Total Return(SM) ETN,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,,,,,,,,,,0.94,0.83,0.9,0.94,0.9,1.09
DLT.JO,Delta Property,Real Estate Investment Trusts,,0.0,,,STXPRO,%5EJ300,27.0,27.0,0.05,0.05,2.18,2.39,-2.82,0.14,1.14,1.01,1.12,1.38,1.01,1.19,1.51
DRD.JO,DRDGOLD LTD,Precious Metals and Mining,282.0,0.0012,4834.76,17.13,STXRES,%5EJ300,1680.0,1680.0,0.0,-0.06,0.04,0.04,-1.84,0.05,1.05,1.02,1.13,1.1,0.98,1.04,1.37
DSY.JO,DISCOVERY,Life Insurance,362.0,0.0125,50248.07,138.7,STXFIN,%5EJ300,14054.0,14054.0,-0.06,-0.13,0.49,0.64,1.29,0.01,1.01,1.02,1.15,0.91,1.02,1.27,1.11
DTC.JO,DATATEC,Software & Computer Services,139.0,0.0013,5262.69,37.99,STXFIN,%5EJ300,3521.0,3521.0,-0.01,-0.01,-0.28,-0.3,-0.23,-0.03,0.97,0.95,0.83,0.75,0.95,0.91,0.94
EMH.JO,E-Media,Media,,0.0,,,STXFIN,%5EJ300,328.0,328.0,-0.07,-0.07,inf,inf,1.08,0.08,1.08,1.01,0.87,0.79,1.01,0.96,0.98
EMI.JO,EMIRA,Real Estate Investment Trusts,153.0,0.0004,1708.05,11.18,STXPRO,%5EJ300,1106.0,1106.0,-0.03,-0.05,0.12,0.13,1.47,0.0,1.0,1.03,1.06,1.15,1.03,1.12,1.29
ENX.JO,ENX Group,General Industrials,,0.0,,,STXFIN,%5EJ300,526.0,526.0,0.06,0.07,-0.88,-0.96,-0.53,-0.2,0.8,1.14,0.53,0.54,1.14,0.58,0.73
EOH.JO,EOH,Software & Computer Services,,0.0,,,STXFIN,%5EJ300,158.0,158.0,-0.03,-0.04,1.49,1.63,1.89,-0.01,0.99,0.99,0.98,1.15,0.99,1.08,1.35
EPE.JO,EPE Capital,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,402.0,402.0,-0.01,-0.03,0.3,0.32,0.77,-0.01,0.99,1.06,0.96,0.76,1.06,1.06,0.95
EQU.JO,EQUITES PROPERTY FUND LTD,Real Estate Investment Trusts,528.0,0.0018,7184.94,13.62,STXPRO,%5EJ300,1328.0,1328.0,-0.01,-0.01,0.76,0.83,1.6,-0.0,1.0,0.99,0.92,0.89,0.99,0.98,1.04
EXX.JO,EXXARO RESOURCES LTD,Oil & Gas and Coal,163.0,0.0078,31388.39,192.6,STXRES,%5EJ300,18414.0,18414.0,0.01,-0.01,-0.2,-0.22,-1.99,0.03,1.03,1.02,1.09,0.88,0.98,1.0,1.13
FBR.JO,FAMOUS BRANDS LTD,Travel & Leisure,59.0,0.0008,3188.34,53.82,STXFIN,%5EJ300,5555.0,5555.0,-0.02,-0.02,1.39,0.42,1.76,0.01,1.01,1.05,0.94,0.86,1.05,1.04,1.06
FFB.JO,FORTRESS REIT LTD B,Real Estate Investment & Serv,804.0,0.0033,13204.0,16.42,STXPRO,%5EJ300,1732.0,1732.0,-0.01,-0.02,0.82,0.9,2.29,0.01,1.01,1.06,1.06,1.03,1.06,1.12,1.18
FGL.JO,Finbond Group,Finance and Credit Services,,0.0,,,STXFIN,%5EJ300,54.0,54.0,0.11,0.12,-0.88,-0.96,-1.41,-0.04,0.96,0.88,1.14,1.59,0.88,1.26,1.81
FSR.JO,FIRSTRAND,Banks,3415.0,0.0659,265419.61,77.72,STXFIN,%5EJ300,7975.0,7975.0,0.0,0.0,0.09,0.05,0.16,0.02,1.02,1.01,1.06,1.08,1.01,1.17,1.29
FTB.JO,FAIRVEST LIMITED B,Real Estate Investment Trusts,932.0,0.0009,3681.48,3.95,STXPRO,%5EJ300,419.0,419.0,-0.06,-0.08,12.2,13.36,1.84,0.01,1.01,1.02,1.02,1.02,1.03,1.08,1.16
FTH.JO,Frontier Transport,Industrial Transportation,,0.0,,,STXFIN,%5EJ300,740.0,740.0,0.03,0.02,-0.88,-0.96,-1.96,0.06,1.06,1.04,1.15,1.11,1.04,1.27,1.31
GC=F,Gold Aug 24,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,,,,,,,,,,1.0,0.91,1.06,1.0,1.0,1.25
GFI.JO,GOLDFIELDS LTD,Precious Metals and Mining,595.0,0.0421,169740.04,285.45,STXRES,%5EJ300,29083.0,29083.0,-0.08,-0.26,-0.27,-0.29,-1.95,0.06,1.06,1.09,1.04,1.02,1.04,0.95,1.28
GLN.JO,GLENCORE PLC,Industrial Metals & Mining,412.0,0.0113,45482.8,110.46,STXRES,%5EJ300,9400.0,9400.0,-0.01,-0.06,0.62,0.68,-1.12,-0.04,0.96,0.9,0.89,0.85,0.86,0.82,1.1
GND.JO,GRINDROD,Industrial Transportation,391.0,0.0015,6179.09,15.81,STXFIN,%5EJ300,1553.0,1553.0,-0.0,-0.0,0.62,0.68,-0.23,0.02,1.02,1.01,1.06,1.14,1.01,1.16,1.34
GPL.JO,Grand Parade Investements,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,370.0,370.0,0.0,0.04,461.35,505.29,0.69,0.03,1.03,1.13,0.97,1.13,1.13,1.07,1.33
GRT.JO,GROWTHPOINT,Real Estate Investment Trusts,2260.0,0.0069,27635.61,12.23,STXPRO,%5EJ300,1300.0,1300.0,-0.02,-0.01,-0.07,-0.07,2.04,0.0,1.0,1.06,1.11,1.03,1.06,1.18,1.18
HAR.JO,HARMONY GOLD MINING,Precious Metals and Mining,376.0,0.0165,66466.68,176.6,STXRES,%5EJ300,17461.0,17461.0,-0.04,-0.06,0.09,0.1,0.85,0.01,1.01,1.01,1.08,1.38,0.97,0.99,1.67
HCI.JO,HCI,Investment Banking and Brokerage Service,29.0,0.0013,5205.71,179.58,STXFIN,%5EJ300,18315.0,18315.0,0.02,0.05,-0.88,-0.96,-0.68,0.03,1.03,1.03,0.89,0.91,1.03,0.98,1.1
HDC.JO,HUDACO,Industrial Support Services,22.0,0.001,3884.65,179.5,STXFIN,%5EJ300,18190.0,18190.0,-0.04,-0.09,0.53,0.58,1.3,0.01,1.01,1.01,0.94,0.94,1.01,1.03,1.14
HG=F,Copper,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,,,,,,,,,,0.88,0.73,0.91,0.88,0.8,1.1
HIL.JO,Homechoice,Retailers,,0.0,,,STXFIN,%5EJ300,2480.0,2480.0,-0.58,-0.81,-0.88,-0.96,0.87,0.05,1.05,99.1,0.87,0.99,99.02,0.96,1.19
HLM.JO,Hulamin,Construction & Materials,,0.0,,,STXFIN,%5EJ300,420.0,420.0,0.12,0.13,-0.88,-0.96,-1.23,0.05,1.05,1.08,1.12,1.17,1.08,1.23,1.37
HMN.JO,HAMMERSON PLC,Real Estate Investment Trusts,448.0,0.0008,3025.87,6.76,STXPRO,%5EJ300,633.0,633.0,-0.01,-0.12,-0.45,-0.64,-2.0,0.02,1.02,0.96,0.9,0.96,0.96,0.96,1.11
HUG.JO,Huge Group,Telecommunications Service Providers,,0.0,,,STXFIN,%5EJ300,205.0,205.0,0.03,0.03,1.49,1.63,-0.5,-0.03,0.97,0.95,0.75,0.88,0.94,0.83,1.08
HYP.JO,HYPROP,Real Estate Investment Trusts,248.0,0.002,8117.3,32.71,STXPRO,%5EJ300,3309.0,3309.0,-0.05,-0.1,-0.5,-0.55,1.63,0.0,1.0,1.04,1.07,0.95,1.05,1.14,1.1
IMP.JO,IMPLATS,Precious Metals and Mining,548.0,0.0129,51903.59,94.66,STXRES,%5EJ300,8250.0,8250.0,-0.01,-0.1,-0.17,-0.37,-1.78,-0.02,0.98,0.91,0.9,1.09,0.87,0.83,1.35
INL.JO,INVLTD,Banks,183.0,0.0062,25024.7,137.04,STXFIN,%5EJ300,13450.0,13450.0,-0.0,-0.03,0.1,0.11,-1.26,0.01,1.01,0.98,0.95,1.0,0.98,1.05,1.2
INP.JO,INVESTECP,Banks,258.0,0.0088,35454.65,137.36,STXFIN,%5EJ300,13374.0,13374.0,0.04,0.06,0.32,0.69,-1.62,0.02,1.02,0.98,0.94,0.99,0.98,1.04,1.19
ISA.JO,ISA Holdings,Software & Computer Services,,0.0,,,STXFIN,%5EJ300,181.0,181.0,0.03,0.04,-0.88,-0.96,-0.93,-0.01,0.99,0.92,0.98,1.11,0.92,1.08,1.31
ISB.JO,Insimbi,General Industrials,,0.0,,,STXFIN,%5EJ300,75.0,75.0,-0.03,-0.07,0.43,0.47,-0.32,-0.02,0.98,0.95,0.77,0.73,0.95,0.85,0.93
ITE.JO,ITALTILE,Retailers,297.0,0.0009,3538.65,11.9,STXFIN,%5EJ300,1139.0,1139.0,0.02,0.03,-0.88,-0.96,-1.28,0.02,1.02,0.98,1.06,0.9,0.97,1.17,1.1
IVT.JO,Invicta,Capital Goods,,0.0,,,STXFIN,%5EJ300,3110.0,3110.0,0.06,0.16,-0.88,-0.96,-0.67,0.06,1.06,1.06,1.06,1.03,1.06,1.17,1.23
JSE.JO,JSE,Investment Banking and Brokerage Service,59.0,0.0016,6313.99,106.5,STXFIN,%5EJ300,10550.0,10550.0,0.01,0.01,2.24,3.16,0.23,-0.01,0.99,1.02,1.03,1.09,1.01,1.14,1.29
KAL.JO,KAL Group,Retailers,,0.0,,,STXFIN,%5EJ300,4750.0,4750.0,-0.01,-0.02,0.48,0.53,0.24,-0.01,0.99,0.99,0.97,1.0,0.99,1.07,1.2
KAP.JO,KAP INDUSTRIAL HOLDINGS LTD,General Industrials,1649.0,0.0012,4700.99,2.85,STXFIN,%5EJ300,289.0,289.0,0.04,0.04,-0.88,-0.96,-1.6,0.01,1.01,0.99,0.99,1.12,0.99,1.09,1.32
KIO.JO,KUMBA IRON ORE LTD,Industrial Metals & Mining,37.0,0.0042,16904.86,460.63,STXRES,%5EJ300,38553.0,38553.0,-0.01,-0.05,-0.12,-0.18,-0.99,-0.07,0.93,0.91,0.77,0.59,0.88,0.7,0.82
KST.JO,PSG KONSULT LTD,Investment Banking and Brokerage Service,697.0,0.0031,12360.01,17.74,STXFIN,%5EJ300,1630.0,1630.0,0.01,0.02,-0.63,-0.69,-1.04,-0.02,0.98,0.92,0.92,0.93,0.92,1.01,1.13
LBR.JO,Libstar Holdings,Food Producers,,0.0,,,STXFIN,%5EJ300,410.0,410.0,0.03,0.12,1.23,1.35,1.92,0.01,1.01,1.04,0.93,0.99,1.04,1.03,1.19
LEW.JO,Lewis,Retailers,,0.0,,,STXFIN,%5EJ300,5875.0,5875.0,-0.03,-0.03,-0.88,-0.96,1.68,0.0,1.0,1.03,1.12,1.18,1.03,1.24,1.39
LHC.JO,LIFE HEALTHCARE GROUP,Health Care Providers,957.0,0.003,12059.76,12.6,STXFIN,%5EJ300,1297.0,1297.0,0.02,0.08,-0.11,-0.12,-0.11,0.01,1.01,1.03,1.07,0.64,1.03,1.18,0.83
LTE.JO,LIGHTHOUSE CAPITAL LTD,Real Estate Investment & Serv,690.0,0.0014,5519.54,8.0,STXPRO,%5EJ300,821.0,821.0,0.01,0.01,5.62,6.16,1.05,0.0,1.0,1.03,0.93,1.01,1.03,0.99,1.15
MCG.JO,MULTICHOICE GROUP LTD,Telecommunications Service Providers,191.0,0.005,20039.83,104.8,STXFIN,%5EJ300,10750.0,10750.0,0.0,0.0,1.22,1.34,-1.62,0.02,1.02,1.04,0.81,0.91,1.04,0.9,1.11
MDI.JO,Master Drilling,Construction & Materials,,0.0,,,STXFIN,%5EJ300,1200.0,1200.0,-0.02,-0.04,0.55,0.61,0.66,-0.02,0.98,1.03,0.93,0.84,1.03,1.03,1.04
MFL.JO,Metrofile,Software & Computer Services,,0.0,,,STXFIN,%5EJ300,250.0,250.0,-0.05,-0.05,-0.88,-0.96,1.1,-0.05,0.95,0.97,0.89,0.82,0.97,0.98,1.02
MKR.JO,Montauk Renewables Inc,Alternative Energy,27.0,0.0007,2657.53,97.54,STXFIN,%5EJ300,10000.0,10000.0,0.14,0.26,1.32,1.02,-1.52,0.03,1.03,1.01,1.0,0.74,1.01,1.1,0.93
MNP.JO,MONDI PLC,General Industrials,127.0,0.0111,44798.51,353.66,STXFIN,%5EJ300,33705.0,33705.0,0.02,0.02,0.77,0.72,-1.3,0.01,1.01,0.95,0.82,0.93,0.94,0.91,1.12
MPT.JO,Mpact,General Industrials,,0.0,,,STXFIN,%5EJ300,2920.0,2920.0,0.01,0.01,6.0,6.58,0.14,0.04,1.04,1.03,0.95,0.91,1.03,1.05,1.11
MRP.JO,MR PRICE GROUP LTD,Retailers,168.0,0.0083,33520.05,199.53,STXFIN,%5EJ300,21800.0,21800.0,-0.05,-0.11,0.13,0.14,1.48,0.02,1.02,1.05,1.05,1.17,1.05,1.16,1.37
MSP.JO,MAS REAL ESTATE INC,Real Estate Investment & Serv,301.0,0.0013,5388.85,17.91,STXPRO,%5EJ300,1751.0,1751.0,0.04,0.04,-0.88,-0.96,-1.32,0.03,1.03,1.0,0.97,0.95,1.0,1.03,1.09
MST.JO,Mustek,Retailers,,0.0,,,STXFIN,%5EJ300,1250.0,1250.0,0.01,-0.02,2.14,2.34,-0.08,0.13,1.13,1.32,1.32,0.89,1.32,1.45,1.09
MTA.JO,Metair Holdings,General Industrials,,0.0,,,STXFIN,%5EJ300,1293.0,1293.0,0.06,0.07,-0.44,-0.48,-1.79,0.1,1.1,1.13,1.06,0.92,1.13,1.17,1.12
MTH.JO,MOTUS HOLDINGS LTD,Retailers,99.0,0.0024,9726.47,98.72,STXFIN,%5EJ300,10380.0,10380.0,-0.02,-0.04,-0.02,-0.02,1.09,0.03,1.03,1.07,1.06,0.92,1.07,1.16,1.12
MTM.JO,MTM MOMENTUM METROPOLITAN HOLDINGS LTD,Life Insurance,779.0,0.0045,18106.79,23.25,STXFIN,%5EJ300,2640.0,2640.0,-0.05,-0.13,0.06,0.07,0.76,0.04,1.04,1.14,1.09,1.15,1.14,1.2,1.35
MTN.JO,MTN GROUP,Telecommunications Service Providers,1220.0,0.0249,100211.73,82.14,STXFIN,%5EJ300,8306.0,8306.0,-0.04,-0.03,-0.54,-0.62,3.17,-0.05,0.95,0.93,0.79,0.72,0.93,0.87,0.91
MUR.JO,Murray& Roberts,General Industrials,,0.0,,,STXFIN,%5EJ300,310.0,310.0,-0.17,-0.19,3.58,3.92,1.16,0.14,1.14,1.35,1.83,2.52,1.35,2.02,2.75
N91.JO,Ninety One Plc,Investment Banking and Brokerage Service,123.0,0.0012,4909.47,39.88,STXFIN,%5EJ300,3854.0,3854.0,0.01,0.01,-0.31,-0.3,-0.98,-0.0,1.0,0.97,0.85,0.82,0.97,0.94,1.01
