CODE,SHARE NAME,INDUSTRY,SHARES,WEIGHT,MARKET CAP,CLOSING,RSI Comparison Sector,RSI Comparison Market,Commodity,Current Price,Current Value,Next Week Prediction,Next Month Prediction,Z-Score,Overbought_Oversold,Overbought_Oversold_Value,Sector RSI 1m,Sector RSI 3m,Sector RSI 6m,Market RSI 1m,Market RSI 3m,Market RSI 6m
SSS.JO,STOR-AGE PROPERTY REIT LTD,Real Estate Investment Trusts,258.0,0.0009,3445.07,13.35,STXPRO,STXCAP,0,,,,,,,,0.95,0.93,0.91,0.93,0.96,1.06
VKE.JO,VUKILE,Real Estate Investment Trusts,667.0,0.0027,10820.81,16.22,STXPRO,STXCAP,0,,,,,,,,1.09,1.01,1.05,1.06,1.05,1.19
AOO.JO,African and Overseas,Retailers,,0.0,,,STXFIN,STXCAP,0,,,,,,,,0.98,0.88,0.91,0.98,0.96,1.11
CSB.JO,CASHBUILD,Retailers,15.0,0.0006,2500.45,169.78,STXFIN,STXCAP,0,,,,,,,,1.07,0.97,0.89,1.07,1.07,1.09
CMH.JO,CMH Holdings,Retailers,,0.0,,,STXFIN,STXCAP,0,,,,,,,,0.99,0.93,0.95,0.99,1.02,1.15
HIL.JO,Homechoice,Retailers,,0.0,,,STXFIN,STXCAP,0,,,,,,,,0.01,0.01,1.03,0.01,0.01,1.24
ITE.JO,ITALTILE,Retailers,297.0,0.0009,3538.65,11.9,STXFIN,STXCAP,0,,,,,,,,1.07,1.09,0.9,1.07,1.2,1.1
KAL.JO,KAL Group,Retailers,,0.0,,,STXFIN,STXCAP,0,,,,,,,,0.96,0.98,1.02,0.96,1.07,1.22
LEW.JO,Lewis,Retailers,,0.0,,,STXFIN,STXCAP,0,,,,,,,,0.98,1.12,1.2,0.98,1.23,1.41
MTH.JO,MOTUS HOLDINGS LTD,Retailers,99.0,0.0024,9726.47,98.72,STXFIN,STXCAP,0,,,,,,,,1.11,1.07,0.9,1.11,1.17,1.1
MRP.JO,MR PRICE GROUP LTD,Retailers,168.0,0.0083,33520.05,199.53,STXFIN,STXCAP,0,,,,,,,,1.03,1.09,1.12,1.03,1.19,1.32
MST.JO,Mustek,Retailers,,0.0,,,STXFIN,STXCAP,0,,,,,,,,1.28,1.23,0.91,1.28,1.35,1.11
NWL.JO,Nuworld,Retailers,,0.0,,,STXFIN,STXCAP,0,,,,,,,,0.93,0.86,0.93,0.93,0.94,1.13
PPH.JO,PEPKOR HOLDINGS LTD,Retailers,1767.0,0.0085,34239.5,19.38,STXFIN,STXCAP,0,,,,,,,,1.05,0.98,0.93,1.05,1.07,1.13
RTN.JO,Rex Trueform,Retailers,,0.0,,,STXFIN,STXCAP,0,,,,,,,,98.45,0.7,66.88,98.59,0.77,68.15
TFG.JO,THE FOSCHINI GROUP LTD,Retailers,218.0,0.007,28406.89,130.07,STXFIN,STXCAP,0,,,,,,,,1.08,1.21,1.08,1.08,1.33,1.29
TRU.JO,TRUWORTHS,Retailers,250.0,0.0057,23005.52,91.97,STXFIN,STXCAP,0,,,,,,,,0.98,1.06,1.06,0.99,1.16,1.26
WBC.JO,We Buy Cars,Retailers,134.0,0.0009,3458.25,25.8,STXFIN,STXCAP,0,,,,,,,,0.99,1.2,,0.99,1.32,
WHL.JO,Woolworths,Retailers,603.0,0.0091,36597.49,60.69,STXFIN,STXCAP,0,,,,,,,,0.94,0.86,0.76,0.94,0.94,0.96
ZZD.JO,Zeda,Retailers,,0.0,,,STXFIN,STXCAP,0,,,,,,,,1.0,0.9,0.86,1.0,0.99,1.06
4SI.JO,4Sight,Software & Computer Services,,0.0,,,STXFIN,STXCAP,0,,,,,,,,1.05,1.03,0.82,1.05,1.13,1.02
BYI.JO,Bytes Technology Group,Software & Computer Services,34.0,0.001,4179.73,123.93,STXFIN,STXCAP,0,,,,,,,,0.9,0.89,0.68,0.9,0.97,0.87
DTC.JO,DATATEC,Software & Computer Services,139.0,0.0013,5262.69,37.99,STXFIN,STXCAP,0,,,,,,,,0.91,0.86,0.78,0.91,0.94,0.98
EOH.JO,EOH,Software & Computer Services,,0.0,,,STXFIN,STXCAP,0,,,,,,,,0.93,1.14,1.05,0.93,1.25,1.25
ISA.JO,ISA Holdings,Software & Computer Services,,0.0,,,STXFIN,STXCAP,0,,,,,,,,0.92,1.04,1.37,0.92,1.14,1.58
MFL.JO,Metrofile,Software & Computer Services,,0.0,,,STXFIN,STXCAP,0,,,,,,,,0.84,0.78,0.68,0.84,0.85,0.88
NPN.JO,NASPERS -N,Software & Computer Services,93.0,0.0811,326912.28,3531.13,STXACW,STXCAP,0,,,,,,,,0.98,0.93,,0.96,0.92,1.21
PRX.JO,PROSUS NV,Software & Computer Services,170.0,0.0272,109554.3,645.0,STXACW,STXCAP,0,,,,,,,,0.97,0.98,,0.96,0.97,1.24
SEB.JO,Sebata,Software & Computer Services,,0.0,,,STXFIN,STXCAP,0,,,,,,,,0.82,0.44,0.36,0.82,0.48,0.55
ADR.JO,Adcorp Holdings,Support Services,,0.0,,,STXFIN,STXCAP,0,,,,,,,,1.19,0.92,1.11,1.19,1.01,1.32
PMV.JO,Primeserv,Support Services,,0.0,,,STXFIN,STXCAP,0,,,,,,,,1.21,1.48,1.42,1.21,1.63,1.62
WKF.JO,Workforce,Support Services,,0.0,,,STXFIN,STXCAP,0,,,,,,,,0.98,1.22,0.01,0.98,1.33,0.19
BLU.JO,BLUE LABEL TELECOMS,Telecommunications Service Providers,330.0,0.0003,1401.32,4.24,STXFIN,STXCAP,0,,,,,,,,1.09,0.89,1.12,1.09,0.98,1.33
CGN.JO,Cognition Holdings,Telecommunications Service Providers,,0.0,,,STXFIN,STXCAP,0,,,,,,,,0.98,0.01,0.01,0.98,0.01,0.19
HUG.JO,Huge Group,Telecommunications Service Providers,,0.0,,,STXFIN,STXCAP,0,,,,,,,,0.9,0.88,0.85,0.9,0.96,1.04
MTN.JO,MTN GROUP,Telecommunications Service Providers,1220.0,0.0249,100211.73,82.14,STXFIN,STXCAP,0,,,,,,,,0.91,0.74,0.73,0.91,0.81,0.93
MCG.JO,MULTICHOICE GROUP LTD,Telecommunications Service Providers,191.0,0.005,20039.83,104.8,STXFIN,STXCAP,0,,,,,,,,1.02,0.8,1.32,1.02,0.88,1.52
TKG.JO,TELKOM,Telecommunications Service Providers,190.0,0.0011,4533.15,23.86,STXFIN,STXCAP,0,,,,,,,,0.97,0.84,0.75,0.97,0.92,0.95
VOD.JO,VODACOM GROUP LIMITED,Telecommunications Service Providers,405.0,0.0097,39057.97,96.52,STXFIN,STXCAP,0,,,,,,,,1.01,0.91,0.93,1.01,1.0,1.13
BTI.JO,BRITISH AMERICAN TOBACCO PLC,Tobacco,175.0,0.0249,100481.37,575.34,STXACW,STXCAP,0,,,,,,,,1.07,1.07,,1.05,1.06,1.19
CLH.JO,City Lodge,Travel & Leisure,,0.0,,,STXFIN,STXCAP,0,,,,,,,,1.01,0.94,0.85,1.02,1.03,1.05
FBR.JO,FAMOUS BRANDS LTD,Travel & Leisure,59.0,0.0008,3188.34,53.82,STXFIN,STXCAP,0,,,,,,,,1.0,0.85,0.82,1.0,0.94,1.01
SSU.JO,Southern Sun LTD,Travel & Leisure,545.0,0.0008,3092.42,5.67,STXFIN,STXCAP,0,,,,,,,,1.1,1.0,0.99,1.11,1.09,1.19
SUR.JO,Spur,Travel & Leisure,,0.0,,,STXFIN,STXCAP,0,,,,,,,,1.05,0.97,1.0,1.05,1.06,1.2
SUI.JO,SUN INT LTD,Travel & Leisure,118.0,0.0011,4462.67,37.68,STXFIN,STXCAP,0,,,,,,,,0.99,0.87,0.77,1.0,0.95,0.97
TSG.JO,TSOGO SUN GAMING LIMITED,Travel & Leisure,332.0,0.0009,3816.29,11.49,STXFIN,STXCAP,0,,,,,,,,1.01,0.87,0.87,1.01,0.95,1.07
%5ETNX,CBOE Interest Rate 10 Year T No,TBC,332.0,0.0009,3816.29,11.49,STXFIN,STXCAP,0,,,,,,,,0.98,0.83,0.94,0.98,0.9,1.15
PA=F,Mini-Corn Futures,TBC,332.0,0.0009,3816.29,11.49,STXFIN,STXCAP,1,1198.69,1198.69,0.19,0.2,-1.82,-0.11,0.89,0.98,0.87,0.93,0.98,0.94,1.13
XRH0.L,Mini-Corn Futures,TBC,332.0,0.0009,3816.29,11.49,STXFIN,STXCAP,1,1327.51,1327.51,0.2,0.22,-1.34,0.04,1.04,0.91,0.82,0.98,0.91,0.89,1.19
CL=F,Mini-Corn Futures,TBC,332.0,0.0009,3816.29,11.49,STXFIN,STXCAP,1,189.95,189.95,0.1,0.15,-1.63,-0.07,0.93,0.93,0.87,0.95,0.93,0.94,1.15
GC=F,Mini-Corn Futures,TBC,332.0,0.0009,3816.29,11.49,STXFIN,STXCAP,1,2554.04,2554.04,-0.06,-0.06,-0.9,-0.03,0.97,1.02,0.93,1.07,1.02,1.01,1.28
PL=F,Mini-Corn Futures,TBC,332.0,0.0009,3816.29,11.49,STXFIN,STXCAP,1,5520.52,5520.52,0.0,0.0,-0.65,0.0,1.0,0.95,0.89,0.98,0.95,0.96,1.19
DJP,Mini-Corn Futures,TBC,332.0,0.0009,3816.29,11.49,STXFIN,STXCAP,1,337.33,337.33,0.02,0.02,-0.55,0.03,1.03,0.94,0.86,0.93,0.94,0.93,1.13
XC=F,Mini-Corn Futures,TBC,332.0,0.0009,3816.29,11.49,STXFIN,STXCAP,1,7332.54,,,,,,,0.96,0.79,0.84,0.96,0.86,1.04
HG=F,Copper,TBC,332.0,0.0009,3816.29,11.49,STXFIN,STXCAP,1,75.86,,,,,,,0.93,0.81,0.99,0.93,0.87,1.2
SB=F,Sugar futures,TBC,332.0,0.0009,3816.29,11.49,STXFIN,STXCAP,1,331.51,,,,,,,0.87,0.83,0.67,0.88,0.89,0.88
