code,share_name,industry,sub_industry,rsi_comparison_market,rsi_comparison_sector,commodity,Current Price,Current Value,Next Week Prediction,Next Month Prediction,Z-Score,Overbought_Oversold,Overbought_Oversold_Value,SECTOR RSI 1M,SECTOR RSI 3M,SECTOR RSI 6M,MARKET RSI 1M,MARKET RSI 3M,MARKET RSI 6M
AFT.JO,Afrimat Limited,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,6300.0,6300.0,-0.21,-0.28,-1.17,-0.04,0.96,0.95,1.01,0.87,0.89,0.9,1.1
AGL.JO,Anglo American plc,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,50175.0,50175.0,-0.37,-0.43,-1.51,-0.03,0.97,0.97,0.88,1.01,0.91,0.78,1.24
AHL.JO,AH-Vest Limited,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,0.1,0.1,-0.86,-0.49,-0.22,-0.66,0.34,0.01,0.55,0.54,0.01,0.6,0.74
AIL.JO,African Rainbow Cap Inv,Financials,Closed end Investments,%5EJ300.JO,STXFIN.JO,False,615.0,615.0,-0.39,-0.51,-1.22,-0.0,1.0,0.91,0.96,1.11,0.93,1.06,1.31
AIP.JO,Adcock Ingram Hldgs Ltd,Healthcare,Pharmaceuticals and Biotechnology,%5EJ300.JO,STXFIN.JO,False,5699.0,5699.0,-0.05,0.44,-0.31,-0.02,0.98,0.9,0.9,0.95,0.93,0.99,1.15
AME.JO,African Media Ent Ltd,Consumer Discrescretionary,Media,%5EJ300.JO,STXFIN.JO,False,4100.0,4100.0,-0.29,-0.24,-0.67,0.04,1.04,1.0,1.08,1.2,1.03,1.19,1.41
AMS.JO,Anglo American Plat Ltd,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,65906.0,65906.0,-0.76,-0.88,0.59,0.02,1.02,1.11,0.98,0.79,1.04,0.88,1.0
ANG.JO,AngloGold Ashanti plc,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,55397.0,55397.0,-0.14,-0.35,1.59,0.02,1.02,1.1,1.31,1.4,1.04,1.17,1.66
ANH.JO,Anheuser-Busch InBev SA NV,Consumer Staples,Beverages,%5EJ300.JO,STXACW.JO,False,107825.0,107825.0,-0.69,-0.78,-1.48,0.01,1.01,0.99,0.89,0.87,0.94,0.87,0.97
APN.JO,Aspen Pharmacare Hldgs Ltd,Healthcare,Pharmaceuticals and Biotechnology,%5EJ300.JO,STXFIN.JO,False,22987.0,22987.0,-0.46,-0.24,-0.74,0.01,1.01,0.93,0.87,1.02,0.95,0.95,1.22
ARA.JO,Astoria Investments Ltd,Financials,Closed end Investments,%5EJ300.JO,STXFIN.JO,False,780.0,780.0,-0.88,-0.99,0.75,-0.01,0.99,0.98,0.98,0.79,1.0,1.07,0.98
ARI.JO,African Rainbow Min Ltd,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,18418.0,18418.0,-0.21,0.19,-1.86,-0.06,0.94,0.87,0.86,0.93,0.81,0.77,1.16
ARL.JO,Astral Foods Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,17132.0,17132.0,-0.36,-0.4,1.36,0.01,1.01,0.98,0.99,1.0,1.01,1.08,1.2
ART.JO,Argent Industrial Ltd,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,2500.0,2500.0,-0.07,-0.18,2.41,0.03,1.03,1.05,1.08,1.25,1.08,1.18,1.45
ASC.JO,Ascendis Health Ltd,Healthcare,Pharmaceuticals and Biotechnology,%5EJ300.JO,STXFIN.JO,False,72.0,72.0,-0.98,-0.9,0.97,-0.05,0.95,0.95,,,0.98,,
AVI.JO,AVI Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,9804.0,9804.0,0.04,0.32,0.98,0.0,1.0,0.96,0.97,0.99,0.99,1.07,1.19
AYO.JO,Ayo Tech Solutions Ltd,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,54.0,54.0,-0.99,-0.99,-0.34,-0.13,0.87,0.97,1.13,0.67,1.0,1.24,0.87
BAT.JO,Brait plc,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,86.0,86.0,-0.97,-0.89,-0.4,-0.07,0.93,0.88,0.66,0.43,0.9,0.72,0.61
BAW.JO,Barloworld Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,9244.0,9244.0,-0.33,-0.61,-0.06,0.03,1.03,1.01,0.93,1.2,1.04,1.02,1.41
BCF.JO,Bowler Metcalf Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,1840.0,1840.0,0.16,1.67,0.77,0.18,1.18,0.02,0.01,0.01,0.02,0.02,0.19
BHG.JO,BHP Group Limited,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,47106.0,47106.0,-0.56,-0.61,-2.1,-0.04,0.96,0.95,0.93,0.73,0.9,0.83,0.95
BID.JO,BID Corporation Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,43611.0,43611.0,-0.16,-0.23,0.24,0.01,1.01,0.94,0.89,0.85,0.96,0.98,1.05
BIK.JO,Brikor Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,14.0,14.0,-0.23,-0.24,-0.64,0.03,1.03,0.94,0.94,0.72,0.96,1.03,0.91
BLU.JO,Blue Label Telecoms Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,430.0,430.0,-0.9,-1.05,1.29,0.02,1.02,0.94,0.87,1.11,0.97,0.96,1.31
BTI.JO,British American Tob plc,Consumer Staples,Tobacco,%5EJ300.JO,STXACW.JO,False,64792.0,64792.0,-0.15,-0.36,-0.19,0.06,1.06,1.08,1.13,1.15,1.02,1.1,1.22
BVT.JO,Bidvest Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,28352.0,28352.0,-0.01,0.09,2.92,-0.02,0.98,0.99,0.97,1.04,1.01,1.07,1.24
BYI.JO,Bytes Technology Grp plc,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,11100.0,11100.0,-0.48,-0.45,-0.14,-0.04,0.96,0.89,0.74,0.73,0.91,0.81,0.92
CAT.JO,Caxton CTP Publish Print,Consumer Discrescretionary,Media,%5EJ300.JO,STXFIN.JO,False,1043.0,1043.0,-0.39,-0.36,1.22,0.01,1.01,0.95,0.9,0.87,0.98,0.98,1.07
CFR.JO,Compagnie Fin Richemont,Consumer Discrescretionary,Personal Goods,%5EJ300.JO,STXACW.JO,False,272700.0,272700.0,-0.52,-0.55,0.62,-0.02,0.98,1.01,0.96,0.91,0.96,0.94,1.0
CKS.JO,Crookes Brothers Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,3151.0,3151.0,-0.54,-0.49,-0.8,0.05,1.05,0.9,0.92,0.98,0.92,1.01,1.18
CLH.JO,City Lodge Hotels Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,439.0,439.0,-0.93,-0.93,1.19,-0.01,0.99,0.96,0.93,0.79,0.98,1.02,0.98
CLI.JO,Clientele Ltd,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,1135.0,1135.0,-0.27,-0.34,1.1,0.01,1.01,0.97,0.95,0.88,1.0,1.04,1.08
CLS.JO,Clicks Group Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,35653.0,35653.0,-0.03,-0.11,1.19,0.02,1.02,1.0,1.03,1.02,1.03,1.13,1.22
CMH.JO,Combined Motor Hldgs Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,3130.0,3130.0,-0.06,-0.1,2.75,-0.0,1.0,1.04,1.08,1.14,1.07,1.19,1.34
CML.JO,Coronation Fund Mngrs Ld,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,3850.0,3850.0,-0.36,-0.06,2.92,-0.0,1.0,0.96,1.04,1.12,0.98,1.14,1.32
COH.JO,Curro Holdings Limited,Consumer Discrescretionary,Consumer Services,%5EJ300.JO,STXFIN.JO,False,1207.0,1207.0,-0.83,-0.89,0.88,0.01,1.01,0.94,0.97,0.95,0.96,1.06,1.15
CPI.JO,Capitec Bank Hldgs Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,283486.0,283486.0,0.11,0.77,1.32,0.02,1.02,0.98,1.09,1.2,1.01,1.2,1.4
CSB.JO,Cashbuild Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,15417.0,15417.0,-0.7,-0.54,-0.09,-0.02,0.98,0.85,0.91,0.98,0.88,1.0,1.18
DCP.JO,Dis-Chem Pharmacies Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,3620.0,3620.0,-0.07,-0.11,1.89,0.03,1.03,0.98,0.95,1.09,1.01,1.04,1.29
DNB.JO,Deneb Investments Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,230.0,230.0,-0.5,-0.68,-0.64,0.02,1.02,0.94,0.92,0.93,0.96,1.0,1.13
DRA.JO,DRA Global Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,2300.0,2300.0,-0.82,-1.12,1.05,0.04,1.04,1.0,0.83,0.96,1.03,0.91,1.16
DSY.JO,Discovery Ltd,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,14984.0,14984.0,-0.24,-0.21,2.96,0.01,1.01,1.03,1.12,0.96,1.06,1.23,1.16
DTC.JO,Datatec Ltd,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,3506.0,3506.0,-0.19,-0.25,-0.0,-0.01,0.99,0.91,0.84,0.79,0.93,0.92,0.98
EMH.JO,E Media Holdings Ltd,Consumer Discrescretionary,Media,%5EJ300.JO,STXFIN.JO,False,316.0,316.0,-0.84,-0.83,-0.8,0.01,1.01,0.95,0.84,0.93,0.98,0.93,1.13
ENX.JO,enX Group LImited,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,570.0,570.0,-0.01,0.08,1.3,0.05,1.05,1.04,0.99,1.08,1.07,1.08,1.28
EOH.JO,EOH Holdings Ltd,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,175.0,175.0,-1.07,-21.74,2.11,0.0,1.0,1.08,1.09,1.39,1.11,1.2,1.6
EPE.JO,EPE Capital Partners Ltd,Financials,Closed end Investments,%5EJ300.JO,STXFIN.JO,False,400.0,400.0,-0.92,-1.05,-0.62,0.01,1.01,0.95,0.95,0.74,0.98,1.04,0.94
EXX.JO,Exxaro Resources Ltd,Energy,Oil Gas and Coal,%5EJ300.JO,STXFIN.JO,False,16980.0,16980.0,-0.14,-0.18,-2.76,-0.0,1.0,0.83,0.8,0.84,0.86,0.88,1.04
FBR.JO,Famous Brands Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,5605.0,5605.0,-0.74,-0.95,0.96,0.03,1.03,1.01,0.95,0.87,1.03,1.04,1.07
FSR.JO,Firstrand Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,8268.0,8268.0,-0.07,-0.28,2.76,0.02,1.02,0.99,1.05,1.12,1.02,1.16,1.32
FTH.JO,Frontier Transport Hldg Ld,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,750.0,750.0,-0.23,-0.5,-0.4,0.03,1.03,0.9,0.97,1.08,0.93,1.07,1.28
GFI.JO,Gold Fields Ltd,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,28936.0,28936.0,-0.35,-0.83,-0.49,0.02,1.02,0.99,1.06,1.04,0.93,0.94,1.28
GLN.JO,Glencore plc,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,9332.0,9332.0,-0.28,-0.33,-0.73,-0.06,0.94,0.91,0.9,0.86,0.86,0.8,1.08
GND.JO,Grindrod Ltd,Industrials,Industrial Transportation,%5EJ300.JO,STXFIN.JO,False,1550.0,1550.0,-0.07,-0.19,0.25,0.0,1.0,0.93,0.96,1.16,0.96,1.05,1.37
GPL.JO,Grand Parade Inv Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,352.0,352.0,-0.04,0.02,-0.78,0.03,1.03,0.91,0.91,1.06,0.94,0.99,1.26
GSH.JO,Grindrod Shipping Hldg Ltd,Industrials,Industrial Transportation,%5EJ300.JO,STXFIN.JO,False,25902.0,25902.0,-0.47,-0.41,0.74,0.02,1.02,0.95,0.94,1.28,0.97,1.03,1.48
HCI.JO,Hosken Cons Inv Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,17856.0,17856.0,-0.29,-0.38,-1.24,0.01,1.01,0.9,0.92,0.89,0.93,1.0,1.09
HDC.JO,Hudaco Industries Ltd,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,18050.0,18050.0,-0.08,-0.27,-0.13,0.01,1.01,0.98,0.96,1.02,1.0,1.05,1.22
HIL.JO,Homechoice Int plc,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,2900.0,2900.0,-0.17,-0.16,0.8,0.61,1.61,108.87,1.02,1.19,111.92,1.12,1.4
HUG.JO,Huge Group Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,200.0,200.0,-0.74,-0.5,-1.32,-0.01,0.99,0.94,0.73,0.87,0.96,0.8,1.07
IMP.JO,Impala Platinum Hlgs Ltd,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,8611.0,8611.0,-0.7,-0.66,0.37,-0.05,0.95,0.97,0.86,1.09,0.91,0.77,1.33
INL.JO,Investec Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,13684.0,13684.0,-0.06,-0.07,0.36,0.0,1.0,0.94,0.94,0.96,0.97,1.03,1.16
INP.JO,Investec plc,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,13696.0,13696.0,-0.1,-0.17,0.25,0.0,1.0,0.94,0.94,0.95,0.96,1.03,1.15
ISA.JO,ISA Holdings Limited,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,190.0,190.0,-0.1,-0.13,1.16,-0.0,1.0,0.9,1.01,1.21,0.93,1.11,1.42
ITE.JO,Italtile Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,1229.0,1229.0,-0.34,-0.26,1.89,0.0,1.0,0.99,1.12,1.0,1.02,1.23,1.2
IVT.JO,Invicta Holdings Ltd,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,3150.0,3150.0,-0.54,-0.37,0.6,0.06,1.06,1.0,1.06,1.04,1.03,1.17,1.24
JSE.JO,JSE Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,10873.0,10873.0,-0.44,-0.4,2.68,0.01,1.01,1.01,1.01,1.22,1.04,1.11,1.43
KAL.JO,KAL Group Limited,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,4850.0,4850.0,-0.08,-0.12,2.09,-0.0,1.0,0.96,0.91,1.02,0.99,1.0,1.22
KAP.JO,KAP Limited,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,293.0,293.0,-0.71,-0.62,-0.31,0.0,1.0,0.99,1.02,1.17,1.01,1.12,1.38
KIO.JO,Kumba Iron Ore Ltd,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,35817.0,35817.0,-0.39,-0.36,-2.26,-0.08,0.92,0.94,0.74,0.62,0.89,0.66,0.83
KRO.JO,Karooooo Ltd,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,65246.0,65246.0,-0.11,-0.07,0.01,0.05,1.05,0.98,1.08,1.13,1.01,1.19,1.34
KST.JO,PSG Fin Services Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,1679.0,1679.0,-0.04,0.16,1.78,-0.03,0.97,0.91,0.91,0.97,0.94,1.0,1.17
LBR.JO,Libstar Holdings Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,400.0,400.0,-0.81,-0.77,-0.17,0.02,1.02,0.96,0.9,1.07,0.99,0.99,1.27
LEW.JO,Lewis Group Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,6128.0,6128.0,0.13,0.78,2.11,0.04,1.04,1.07,1.22,1.3,1.1,1.33,1.51
LHC.JO,Life Healthc Grp Hldgs Ltd,Healthcare,Healthcare Providers,%5EJ300.JO,STXFIN.JO,False,1339.0,1339.0,-0.65,-0.66,1.38,0.01,1.01,1.0,1.06,1.02,1.02,1.16,1.22
LNF.JO,London Fin Inv Group plc,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,1480.0,1480.0,-0.68,-0.57,1.19,-0.11,0.89,1.16,108.0,111.62,1.19,118.49,114.44
MCG.JO,MultiChoice Group Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,10939.0,10939.0,-0.44,-0.38,1.41,0.01,1.01,0.96,0.83,0.93,0.98,0.91,1.13
MDI.JO,Master Drilling Grp Ltd,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,1130.0,1130.0,-0.34,-0.24,-2.0,-0.01,0.99,1.03,1.05,0.79,0.97,0.94,1.01
MFL.JO,Metrofile Holdings Ltd,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,238.0,238.0,-0.41,-0.57,0.15,-0.05,0.95,0.89,0.83,0.8,0.92,0.91,1.0
MNP.JO,Mondi plc,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,33749.0,33749.0,-0.05,0.32,-0.36,-0.03,0.97,0.85,0.81,0.89,0.88,0.89,1.09
MPT.JO,Mpact Limited,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,3000.0,3000.0,-0.29,-0.36,2.23,0.03,1.03,0.95,0.97,0.95,0.98,1.07,1.15
MRP.JO,Mr Price Group Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,22804.0,22804.0,-0.21,-0.46,2.89,0.03,1.03,1.05,1.1,1.17,1.08,1.21,1.38
MST.JO,Mustek Ltd,Technology,Technology Hardware and Hardware Equipment,%5EJ300.JO,STXFIN.JO,False,1300.0,1300.0,-0.26,-0.26,0.19,0.15,1.15,1.11,1.34,0.92,1.14,1.47,1.12
MTA.JO,Metair Investments Ltd,Consumer Discrescretionary,Automobile and Parts,%5EJ300.JO,STXFIN.JO,False,1370.0,1370.0,-0.78,-0.46,0.8,0.05,1.05,0.92,1.11,0.9,0.95,1.22,1.09
MTH.JO,Motus Holdings Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,11050.0,11050.0,-0.17,-0.38,3.14,0.03,1.03,1.04,1.07,0.99,1.07,1.18,1.19
MTM.JO,Momentum Group Limited,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,2735.0,2735.0,0.05,0.24,2.36,0.07,1.07,1.12,1.05,1.2,1.16,1.15,1.41
MTN.JO,MTN Group Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,8865.0,8865.0,-0.65,-0.76,1.86,-0.01,0.99,1.11,0.88,0.92,1.14,0.96,1.12
MUR.JO,Murray & Roberts Hldgs,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,290.0,290.0,-0.93,-1.14,-1.4,0.14,1.14,1.04,1.62,2.12,1.07,1.77,2.35
N91.JO,Ninety One plc,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,3887.0,3887.0,-0.38,-0.38,0.43,0.0,1.0,0.92,0.88,0.85,0.95,0.96,1.05
NED.JO,Nedbank Group Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,29101.0,29101.0,-0.04,-0.13,2.23,0.04,1.04,1.08,1.07,1.19,1.11,1.17,1.39
NPH.JO,Northam Platinum Hldgs Ltd,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,12326.0,12326.0,-0.8,-0.79,-1.2,0.02,1.02,0.99,0.93,0.94,0.93,0.83,1.17
NPK.JO,Nampak Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,39296.0,39296.0,-0.93,-0.79,2.12,0.09,1.09,1.02,1.84,1.94,1.05,2.02,2.16
NPN.JO,Naspers Ltd -N-,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,366791.0,366791.0,-0.11,-0.1,0.87,0.0,1.0,1.0,0.82,0.96,1.03,0.9,1.16
NTC.JO,Netcare Limited,Healthcare,Healthcare Providers,%5EJ300.JO,STXFIN.JO,False,1322.0,1322.0,-0.81,-0.74,1.97,0.03,1.03,1.04,1.0,0.85,1.07,1.1,1.05
NVS.JO,Novus Holdings Limited,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,601.0,601.0,-0.1,0.04,-1.77,0.05,1.05,0.89,1.28,1.3,0.92,1.4,1.51
NWL.JO,Nu-World Hldgs Ltd,Consumer Discrescretionary,Leisure Goods,%5EJ300.JO,STXFIN.JO,False,2850.0,2850.0,-0.23,-0.35,0.93,-0.01,0.99,0.97,0.91,0.86,1.0,1.0,1.06
NY1.JO,Ninety One Limited,Financials,Open end and miscellaneous Investment Vehicles,%5EJ300.JO,STXFIN.JO,False,3833.0,3833.0,-0.36,-0.34,0.43,0.0,1.0,0.93,0.88,0.85,0.95,0.96,1.05
OCE.JO,Oceana Group Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,7005.0,7005.0,-0.33,-0.42,0.26,-0.0,1.0,0.98,0.85,0.87,1.01,0.94,1.06
OMN.JO,Omnia Holdings Ltd,Basic Materials,Chemicals,%5EJ300.JO,STXFIN.JO,False,5995.0,5995.0,-0.52,-0.38,-2.35,-0.03,0.97,0.88,0.96,0.87,0.91,1.05,1.07
OMU.JO,Old Mutual Limited,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,1229.0,1229.0,-0.25,-0.18,2.04,-0.01,0.99,0.96,0.96,0.94,0.99,1.05,1.14
OUT.JO,OUTsurance Group Limited,Financials,Non-Life Insurance,%5EJ300.JO,STXFIN.JO,False,4766.0,4766.0,0.05,0.18,1.39,0.0,1.0,0.94,0.96,1.02,0.97,1.06,1.23
PAN.JO,Pan African Resource plc,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,683.0,683.0,-0.1,-0.26,0.9,0.03,1.03,1.11,1.26,1.32,1.05,1.12,1.56
PBG.JO,PBT Group Limited,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,589.0,589.0,-0.22,-0.1,-0.46,-0.0,1.0,0.88,0.82,0.79,0.91,0.9,0.99
PIK.JO,Pick n Pay Stores Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,2307.0,2307.0,-0.8,-0.52,1.03,-0.04,0.96,0.93,0.91,0.93,0.95,1.0,1.13
PMR.JO,Premier Group Limited,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,7500.0,7500.0,-0.03,0.01,0.82,0.02,1.02,0.97,1.09,1.04,0.99,1.2,1.24
PMV.JO,Primeserv Group Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,205.0,205.0,-0.09,-0.18,0.11,0.13,1.13,1.15,1.42,1.32,1.18,1.56,1.53
PPC.JO,PPC Limited,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,401.0,401.0,-0.8,-0.74,1.39,0.05,1.05,1.04,1.07,0.98,1.07,1.17,1.18
PPE.JO,Purple Group Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,78.0,78.0,-0.74,0.12,0.27,-0.01,0.99,0.95,0.85,1.17,0.98,0.94,1.38
PPH.JO,Pepkor Holdings Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,2100.0,2100.0,-0.17,-0.08,2.95,0.01,1.01,1.01,0.99,0.95,1.04,1.09,1.15
PRX.JO,Prosus N.V.,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,65438.0,65438.0,-0.39,-0.33,0.79,-0.01,0.99,0.96,0.83,0.96,0.99,0.91,1.17
QFH.JO,Quantum Foods Hldgs Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,905.0,905.0,-0.58,-0.71,-0.77,-0.15,0.85,0.68,0.54,1.72,0.7,0.59,1.94
QLT.JO,Quilter plc,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,3440.0,3440.0,-0.1,-0.4,1.91,0.07,1.07,1.08,1.12,1.24,1.11,1.23,1.44
RBO.JO,Rainbow Chicken Limited,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,351.0,,,,,,,0.88,,,0.91,,
