code,share_name,industry,sub_industry,rsi_comparison_market,rsi_comparison_sector,commodity,Current Price,Current Value,Next Week Prediction,Next Month Prediction,Z-Score,Overbought_Oversold,Overbought_Oversold_Value,SECTOR RSI 1M,SECTOR RSI 3M,SECTOR RSI 6M,MARKET RSI 1M,MARKET RSI 3M,MARKET RSI 6M
BID.JO,BID Corporation Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,43161.0,43161.0,-0.17,-0.23,-0.42,0.01,1.01,0.93,0.89,0.85,0.96,0.98,1.05
BIK.JO,Brikor Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,14.0,14.0,-0.24,-0.24,-0.64,0.03,1.03,0.94,0.95,0.76,0.98,1.05,0.95
BLU.JO,Blue Label Telecoms Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,430.0,430.0,-0.9,-1.05,1.29,0.02,1.02,0.95,0.88,1.07,0.99,0.97,1.27
BTI.JO,British American Tob plc,Consumer Staples,Tobacco,%5EJ300.JO,STXACW.JO,False,64792.0,64792.0,-0.15,-0.36,-0.19,0.06,1.06,1.1,1.15,,1.05,1.14,1.24
BVT.JO,Bidvest Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,27365.0,27365.0,-0.04,0.08,1.68,-0.02,0.98,0.95,0.94,1.01,0.98,1.04,1.21
BYI.JO,Bytes Technology Grp plc,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,11100.0,11100.0,-0.48,-0.45,-0.14,-0.04,0.96,0.9,0.78,0.72,0.93,0.87,0.91
CAT.JO,Caxton CTP Publish Print,Consumer Discrescretionary,Media,%5EJ300.JO,STXFIN.JO,False,1043.0,1043.0,-0.39,-0.36,1.22,0.01,1.01,0.97,0.89,0.88,1.0,0.98,1.07
CFR.JO,Compagnie Fin Richemont,Consumer Discrescretionary,Personal Goods,%5EJ300.JO,STXACW.JO,False,274050.0,274050.0,-0.52,-0.55,0.82,-0.02,0.98,1.0,0.94,,0.96,0.94,1.02
CKS.JO,Crookes Brothers Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,3151.0,3151.0,-0.54,-0.49,-0.97,0.06,1.06,0.9,0.92,0.97,0.93,1.02,1.17
CLH.JO,City Lodge Hotels Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,430.0,430.0,-0.93,-0.94,0.29,-0.01,0.99,0.98,0.91,0.78,1.01,1.01,0.97
CLI.JO,Clientele Ltd,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,1100.0,1100.0,-0.29,-0.36,0.37,0.01,1.01,0.98,0.92,0.83,1.02,1.02,1.03
CLS.JO,Clicks Group Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,35787.0,35787.0,-0.03,-0.11,1.43,0.02,1.02,1.0,1.06,1.02,1.04,1.18,1.22
CMH.JO,Combined Motor Hldgs Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,3037.0,3037.0,-0.06,-0.1,2.61,-0.0,1.0,1.01,1.06,1.1,1.05,1.17,1.3
CML.JO,Coronation Fund Mngrs Ld,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,3760.0,3760.0,-0.38,-0.08,1.67,-0.0,1.0,0.94,1.02,1.09,0.97,1.13,1.3
COH.JO,Curro Holdings Limited,Consumer Discrescretionary,Consumer Services,%5EJ300.JO,STXFIN.JO,False,1205.0,1205.0,-0.83,-0.89,0.75,0.01,1.01,0.96,0.98,0.93,1.0,1.08,1.13
CPI.JO,Capitec Bank Hldgs Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,282600.0,282600.0,0.1,0.76,1.22,0.02,1.02,0.99,1.09,1.19,1.03,1.21,1.4
CSB.JO,Cashbuild Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,14600.0,14600.0,-0.73,-0.56,-1.0,-0.02,0.98,0.83,0.88,0.9,0.86,0.98,1.1
DCP.JO,Dis-Chem Pharmacies Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,3582.0,3582.0,-0.08,-0.12,0.7,0.03,1.03,0.99,0.94,1.05,1.03,1.05,1.25
DNB.JO,Deneb Investments Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,230.0,230.0,-0.5,-0.68,-0.64,0.02,1.02,0.98,0.92,0.92,1.02,1.02,1.12
DRA.JO,DRA Global Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,2200.0,2200.0,-0.85,-1.18,-1.44,0.04,1.04,0.96,0.8,0.91,1.0,0.88,1.11
DSY.JO,Discovery Ltd,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,14639.0,14639.0,-0.27,-0.24,2.8,0.01,1.01,1.01,1.1,0.93,1.05,1.22,1.13
DTC.JO,Datatec Ltd,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,3510.0,3510.0,-0.19,-0.25,0.11,-0.01,0.99,0.92,0.85,0.78,0.95,0.94,0.98
EMH.JO,E Media Holdings Ltd,Consumer Discrescretionary,Media,%5EJ300.JO,STXFIN.JO,False,316.0,316.0,-0.84,-0.83,-0.75,0.0,1.0,0.96,0.87,0.92,0.99,0.96,1.12
ENX.JO,enX Group LImited,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,569.0,569.0,-0.02,0.08,1.4,0.05,1.05,1.07,1.01,1.07,1.11,1.12,1.27
EOH.JO,EOH Holdings Ltd,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,175.0,175.0,-1.07,-21.72,2.57,-0.0,1.0,1.08,1.1,1.4,1.12,1.22,1.61
EPE.JO,EPE Capital Partners Ltd,Financials,Closed end Investments,%5EJ300.JO,STXFIN.JO,False,410.0,410.0,-0.9,-1.04,0.52,0.0,1.0,0.95,0.95,0.75,0.99,1.05,0.95
EXX.JO,Exxaro Resources Ltd,Energy,Oil Gas and Coal,%5EJ300.JO,STXFIN.JO,False,17490.0,17490.0,-0.13,-0.17,-2.56,0.0,1.0,0.86,0.81,0.87,0.89,0.9,1.07
FBR.JO,Famous Brands Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,5633.0,5633.0,-0.74,-0.93,1.27,0.03,1.03,1.0,1.0,0.9,1.04,1.11,1.1
FSR.JO,Firstrand Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,8268.0,8268.0,-0.07,-0.28,2.76,0.02,1.02,1.0,1.05,1.14,1.04,1.16,1.34
FTH.JO,Frontier Transport Hldg Ld,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,762.0,762.0,-0.23,-0.5,0.2,0.03,1.03,0.92,0.99,1.08,0.95,1.1,1.29
GFI.JO,Gold Fields Ltd,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,28936.0,28936.0,-0.35,-0.83,-0.49,0.02,1.02,0.99,1.05,0.97,0.92,0.93,1.2
GLN.JO,Glencore plc,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,9450.0,9450.0,-0.27,-0.32,-0.37,-0.06,0.94,0.93,0.9,0.85,0.87,0.8,1.08
GND.JO,Grindrod Ltd,Industrials,Industrial Transportation,%5EJ300.JO,STXFIN.JO,False,1546.0,1546.0,-0.07,-0.2,-0.13,0.0,1.0,0.93,0.98,1.14,0.96,1.09,1.34
GPL.JO,Grand Parade Inv Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,350.0,350.0,-0.03,0.02,-0.98,0.04,1.04,0.91,0.9,1.08,0.94,1.0,1.29
GSH.JO,Grindrod Shipping Hldg Ltd,Industrials,Industrial Transportation,%5EJ300.JO,STXFIN.JO,False,25902.0,25902.0,-0.47,-0.41,0.7,0.02,1.02,0.98,0.89,1.29,1.01,0.98,1.49
HCI.JO,Hosken Cons Inv Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,17856.0,17856.0,-0.29,-0.38,-1.24,0.01,1.01,0.91,0.89,0.88,0.95,0.98,1.07
HDC.JO,Hudaco Industries Ltd,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,18095.0,18095.0,-0.08,-0.27,0.08,0.01,1.01,0.99,0.96,1.01,1.03,1.07,1.21
HIL.JO,Homechoice Int plc,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,2900.0,2900.0,-0.18,-0.16,0.78,0.53,1.53,109.08,1.02,1.18,113.28,1.13,1.39
HUG.JO,Huge Group Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,200.0,200.0,-0.74,-0.5,-1.32,-0.01,0.99,0.94,73.19,0.86,0.98,81.06,1.06
IMP.JO,Impala Platinum Hlgs Ltd,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,8354.0,8354.0,-0.71,-0.68,-0.4,-0.04,0.96,0.94,0.82,1.1,0.88,0.72,1.34
INL.JO,Investec Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,13580.0,13580.0,-0.06,-0.07,-0.12,0.0,1.0,0.94,0.94,0.95,0.97,1.05,1.15
INP.JO,Investec plc,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,13559.0,13559.0,-0.1,-0.17,-0.28,0.0,1.0,0.93,0.94,0.95,0.97,1.04,1.15
ISA.JO,ISA Holdings Limited,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,189.0,189.0,-0.1,-0.13,0.69,-0.0,1.0,0.9,1.02,1.19,0.93,1.13,1.4
ITE.JO,Italtile Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,1200.0,1200.0,-0.37,-0.29,1.27,0.0,1.0,0.98,1.11,0.97,1.01,1.23,1.17
IVT.JO,Invicta Holdings Ltd,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,3210.0,3210.0,-0.54,-0.36,2.27,0.06,1.06,1.03,1.09,1.08,1.07,1.2,1.28
JSE.JO,JSE Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,10749.0,10749.0,-0.46,-0.4,2.08,0.0,1.0,1.01,1.02,1.2,1.04,1.13,1.4
KAL.JO,KAL Group Limited,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,4750.0,4750.0,-0.09,-0.13,0.01,-0.01,0.99,0.92,0.9,0.99,0.96,0.99,1.19
KAP.JO,KAP Limited,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,293.0,293.0,-0.71,-0.62,-0.31,0.0,1.0,0.92,1.01,1.12,0.95,1.12,1.32
KIO.JO,Kumba Iron Ore Ltd,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,35842.0,35842.0,-0.39,-0.35,-2.65,-0.08,0.92,0.94,0.77,0.63,0.88,0.68,0.84
KRO.JO,Karooooo Ltd,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,65246.0,65246.0,-0.11,-0.07,0.01,0.05,1.05,1.0,1.08,1.13,1.04,1.2,1.33
KST.JO,PSG Fin Services Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,1645.0,1645.0,-0.06,0.15,0.26,-0.03,0.97,0.9,0.93,0.96,0.93,1.03,1.16
LBR.JO,Libstar Holdings Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,400.0,400.0,-0.81,-0.76,-0.06,0.02,1.02,0.98,0.94,1.06,1.02,1.04,1.26
LEW.JO,Lewis Group Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,6128.0,6128.0,0.13,0.78,2.11,0.04,1.04,1.08,1.21,1.29,1.13,1.34,1.49
LHC.JO,Life Healthc Grp Hldgs Ltd,Healthcare,Healthcare Providers,%5EJ300.JO,STXFIN.JO,False,1331.0,1331.0,-0.66,-0.66,1.14,0.01,1.01,0.98,1.12,1.01,1.02,1.24,1.21
LNF.JO,London Fin Inv Group plc,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,1480.0,1480.0,-0.61,-0.56,1.18,-0.08,0.92,1.16,108.32,110.65,1.2,119.97,113.47
MCG.JO,MultiChoice Group Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,10939.0,10939.0,-0.44,-0.38,1.41,0.01,1.01,0.96,0.83,0.9,0.99,0.92,1.1
MDI.JO,Master Drilling Grp Ltd,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,1150.0,1150.0,-0.33,-0.23,-1.39,-0.01,0.99,1.03,1.09,0.77,0.97,0.97,1.0
MFL.JO,Metrofile Holdings Ltd,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,235.0,235.0,-0.41,-0.57,-0.08,-0.05,0.95,0.92,0.86,0.76,0.95,0.95,0.95
MNP.JO,Mondi plc,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,33813.0,33813.0,-0.05,0.32,-0.38,-0.02,0.98,0.85,0.82,0.91,0.89,0.9,1.11
MPT.JO,Mpact Limited,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,2951.0,2951.0,-0.3,-0.37,0.53,0.03,1.03,0.94,0.96,0.92,0.98,1.06,1.12
MRP.JO,Mr Price Group Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,22465.0,22465.0,-0.22,-0.46,2.85,0.03,1.03,1.03,1.09,1.17,1.07,1.2,1.38
MST.JO,Mustek Ltd,Technology,Technology Hardware and Hardware Equipment,%5EJ300.JO,STXFIN.JO,False,1345.0,1345.0,-0.25,-0.26,1.1,0.15,1.15,1.3,1.39,0.94,1.35,1.54,1.14
MTA.JO,Metair Investments Ltd,Consumer Discrescretionary,Automobile and Parts,%5EJ300.JO,STXFIN.JO,False,1300.0,1300.0,-0.8,-0.48,-0.67,0.05,1.05,0.87,1.05,0.87,0.91,1.16,1.07
MTH.JO,Motus Holdings Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,10835.0,10835.0,-0.19,-0.38,3.42,0.03,1.03,1.02,1.05,0.98,1.06,1.16,1.18
MTM.JO,Momentum Group Limited,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,2731.0,2731.0,0.04,0.23,2.53,0.07,1.07,1.12,1.05,1.2,1.17,1.16,1.41
MTN.JO,MTN Group Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,8606.0,8606.0,-0.67,-0.76,1.55,-0.01,0.99,1.09,0.87,0.9,1.14,0.96,1.1
MUR.JO,Murray & Roberts Hldgs,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,302.0,302.0,-0.92,-1.13,0.04,0.14,1.14,1.1,1.72,2.33,1.15,1.91,2.56
N91.JO,Ninety One plc,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,3830.0,3830.0,-0.39,-0.39,-0.41,0.0,1.0,0.9,0.87,0.85,0.93,0.97,1.04
NED.JO,Nedbank Group Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,29101.0,29101.0,-0.04,-0.13,2.23,0.04,1.04,1.07,1.05,1.16,1.11,1.17,1.36
NPH.JO,Northam Platinum Hldgs Ltd,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,12413.0,12413.0,-0.79,-0.79,-1.18,0.02,1.02,1.01,0.91,0.95,0.94,0.81,1.18
NPK.JO,Nampak Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,37987.0,37987.0,-0.93,-0.79,0.71,0.1,1.1,1.01,1.79,1.86,1.05,1.98,2.09
NPN.JO,Naspers Ltd -N-,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,365100.0,365100.0,-0.11,-0.11,0.82,-0.0,1.0,0.98,0.81,0.96,1.01,0.9,1.16
NTC.JO,Netcare Limited,Healthcare,Healthcare Providers,%5EJ300.JO,STXFIN.JO,False,1310.0,1310.0,-0.81,-0.74,1.69,0.03,1.03,1.04,1.01,0.84,1.08,1.12,1.04
NVS.JO,Novus Holdings Limited,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,601.0,601.0,-0.1,0.05,-1.9,0.06,1.06,0.91,1.3,1.26,0.95,1.44,1.47
NWL.JO,Nu-World Hldgs Ltd,Consumer Discrescretionary,Leisure Goods,%5EJ300.JO,STXFIN.JO,False,2850.0,2850.0,-0.23,-0.35,1.02,-0.01,0.99,0.97,0.91,0.85,1.01,1.01,1.05
NY1.JO,Ninety One Limited,Financials,Open end and miscellaneous Investment Vehicles,%5EJ300.JO,STXFIN.JO,False,3789.0,3789.0,-0.37,-0.35,-0.28,0.0,1.0,0.91,0.88,0.85,0.94,0.97,1.04
OCE.JO,Oceana Group Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,7005.0,7005.0,-0.33,-0.42,0.26,-0.0,1.0,0.98,0.86,0.86,1.02,0.96,1.05
OMN.JO,Omnia Holdings Ltd,Basic Materials,Chemicals,%5EJ300.JO,STXFIN.JO,False,6059.0,6059.0,-0.52,-0.38,-2.5,-0.02,0.98,0.9,0.99,0.87,0.93,1.09,1.07
OMU.JO,Old Mutual Limited,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,1220.0,1220.0,-0.26,-0.19,1.83,-0.01,0.99,0.96,0.97,0.93,0.99,1.07,1.13
OUT.JO,OUTsurance Group Limited,Financials,Non-Life Insurance,%5EJ300.JO,STXFIN.JO,False,4714.0,4714.0,0.04,0.18,0.22,0.0,1.0,0.94,0.96,1.01,0.97,1.06,1.21
PAN.JO,Pan African Resource plc,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,674.0,674.0,-0.11,-0.26,0.46,0.03,1.03,1.11,1.25,1.3,1.03,1.11,1.55
PBG.JO,PBT Group Limited,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,589.0,589.0,-0.23,-0.11,-0.47,0.0,1.0,0.88,0.81,0.78,0.92,0.9,0.98
PIK.JO,Pick n Pay Stores Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,2280.0,2280.0,-0.81,-0.53,0.07,-0.04,0.96,0.95,0.95,0.76,0.99,1.05,0.96
PMR.JO,Premier Group Limited,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,7500.0,7500.0,-0.03,0.01,0.88,0.02,1.02,0.98,1.1,1.06,1.02,1.22,1.26
PMV.JO,Primeserv Group Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,205.0,205.0,-0.09,-0.18,0.11,0.13,1.13,1.15,1.43,1.31,1.2,1.58,1.52
PPC.JO,PPC Limited,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,400.0,400.0,-0.81,-0.74,1.45,0.05,1.05,1.07,1.05,1.01,1.11,1.16,1.21
PPE.JO,Purple Group Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,80.0,80.0,-0.74,0.13,1.81,-0.01,0.99,0.98,0.91,1.17,1.01,1.01,1.38
PPH.JO,Pepkor Holdings Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,2100.0,2100.0,-0.17,-0.08,2.95,0.01,1.01,1.0,0.96,0.94,1.04,1.06,1.14
PRX.JO,Prosus N.V.,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,65500.0,65500.0,-0.39,-0.33,0.91,-0.01,0.99,0.94,0.83,0.98,0.98,0.92,1.18
QFH.JO,Quantum Foods Hldgs Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,905.0,905.0,-0.58,-0.71,-0.77,-0.15,0.85,0.7,0.56,1.74,0.72,0.62,1.96
QLT.JO,Quilter plc,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,3440.0,3440.0,-0.1,-0.4,1.91,0.07,1.07,1.13,1.19,1.26,1.17,1.32,1.47
RBO.JO,Rainbow Chicken Limited,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,360.0,,,,,,,0.87,,,0.9,,
