CODE,SHARE NAME,INDUSTRY,SHARES,WEIGHT,MARKET CAP,CLOSING,RSI Comparison Sector,RSI Comparison Market,Commodity,Current Price,Current Value,Next Week Prediction,Next Month Prediction,Z-Score,Overbought_Oversold,Overbought_Oversold_Value,Sector RSI 1m,Sector RSI 3m,Sector RSI 6m,Market RSI 1m,Market RSI 3m,Market RSI 6m
RLO.JO,REUNERT,Electronics & Electrical Equipment,105.0,0.0019,7577.53,72.39,STXFIN,%5EJ300,0,,,,,,,,0.96,0.93,1.04,0.95,1.02,1.26
STX40.JO,Satrix 40,ETF,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.99,0.9,0.97,0.99,0.98,1.18
STXCAP.JO,Satrix Capped All Share,ETF,,0.0,,,%5EJ300,%5EJ300.JO,0,,,,,,,,1.0,1.0,1.01,,,
STXFIN.JO,Satrix FINI,ETF,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.0,1.0,1.0,1.0,1.09,1.22
STXMMT.JO,Satrix Momentum EFT,ETF,,0.0,,,STXMMT,%5EJ300,0,,,,,,,,1.0,1.0,1.0,1.0,1.01,1.19
STXACW.JO,SATRIX MSCI ACWI,ETF,,0.0,,,STXACW,%5EJ300,0,,,,,,,,1.0,1.0,,0.99,0.97,
STXRES.JO,Satrix Resources 10,ETF,,0.0,,,STXRES,%5EJ300,0,,,,,,,,1.0,1.0,1.0,0.97,0.92,1.23
STXPRO.JO,Satrix Property,ETF,,0.0,,,STXPRO,%5EJ300,0,,,,,,,,1.0,1.0,1.0,0.98,1.02,1.14
STXGOV.JO,Satrix SA Bond,ETF,,0.0,,,STXGOV,%5EJ300,0,,,,,,,,1.0,1.0,1.0,1.01,1.04,1.13
FGL.JO,Finbond Group,Finance and Credit Services,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.89,1.22,1.74,0.89,1.33,1.98
TCP.JO,TRANSACTION CAPITAL LTD,Finance and Credit Services,409.0,0.0003,1187.33,2.9,STXFIN,%5EJ300,0,,,,,,,,0.93,0.78,0.31,0.93,0.85,0.5
VUN.JO,Vunani,Finance and Credit Services,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.9,0.79,0.66,0.9,0.86,0.86
ARL.JO,ASTRAL,Food Producers,25.0,0.0011,4349.38,171.85,STXFIN,%5EJ300,0,,,,,,,,1.01,1.04,0.97,1.01,1.13,1.18
AVI.JO,AVI LIMITED,Food Producers,224.0,0.0053,21544.49,95.99,STXFIN,%5EJ300,0,,,,,,,,0.98,0.97,0.99,0.98,1.06,1.2
CKS.JO,Crookes Brothers,Food Producers,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.15,1.19,1.02,1.15,1.3,1.24
LBR.JO,Libstar Holdings,Food Producers,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.01,0.87,0.98,1.01,0.95,1.2
OCE.JO,OCEANA,Food Producers,59.0,0.001,4187.89,71.49,STXFIN,%5EJ300,0,,,,,,,,0.96,0.82,0.84,0.95,0.9,1.06
QFH.JO,Quantum Food,Food Producers,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.71,0.49,1.78,0.7,0.54,2.03
RBO.JO,Rainbow Chicken,Food Producers,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.82,,,0.81,,
RFG.JO,RFG Holdings,Food Producers,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.95,0.99,1.04,0.95,1.08,1.26
SHG.JO,Sea Harvest,Food Producers,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.94,0.92,0.82,0.94,1.0,1.03
TBS.JO,TIGBRANDS,Food Producers,106.0,0.0056,22486.02,212.0,STXFIN,%5EJ300,0,,,,,,,,1.05,0.97,0.95,1.05,1.06,1.17
AEL.JO,Altron,General Industrials,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.19,1.29,1.49,1.18,1.41,1.72
ART.JO,Argent,General Industrials,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.02,1.04,1.22,1.02,1.13,1.44
BAW.JO,BARWORLD,General Industrials,122.0,0.0027,10983.75,89.72,STXFIN,%5EJ300,0,,,,,,,,1.0,0.91,1.08,1.0,1.0,1.3
BEL.JO,Bell,General Industrials,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.63,1.57,1.92,1.62,1.71,2.17
BVT.JO,BIDVEST GROUP LIMITED,General Industrials,229.0,0.0162,65250.09,284.99,STXFIN,%5EJ300,0,,,,,,,,0.96,0.93,1.01,0.95,1.01,1.23
BCF.JO,Bowler Metcalf,General Industrials,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.13,0.99,1.07,1.13,1.08,1.29
CAC.JO,CAFCA,General Industrials,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.99,1.37,1.76,0.99,1.49,2.0
ENX.JO,ENX Group,General Industrials,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.03,0.51,0.52,1.03,0.55,0.72
ISB.JO,Insimbi,General Industrials,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.91,0.88,0.69,0.9,0.96,0.9
KAP.JO,KAP INDUSTRIAL HOLDINGS LTD,General Industrials,1649.0,0.0012,4700.99,2.85,STXFIN,%5EJ300,0,,,,,,,,0.96,1.01,1.22,0.95,1.11,1.45
MTA.JO,Metair Holdings,General Industrials,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.2,1.03,0.86,1.2,1.12,1.07
MNP.JO,MONDI PLC,General Industrials,127.0,0.0111,44798.51,353.66,STXFIN,%5EJ300,0,,,,,,,,1.0,0.86,0.98,1.0,0.93,1.2
MPT.JO,Mpact,General Industrials,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.08,1.01,0.93,1.08,1.1,1.14
MUR.JO,Murray& Roberts,General Industrials,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.37,2.13,2.26,1.36,2.32,2.52
NPK.JO,Nampak,General Industrials,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.18,1.82,1.74,1.18,1.99,1.98
NVS.JO,Novus,General Industrials,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.11,1.21,1.18,1.11,1.32,1.4
SOH.JO,South Ocean Holdings,General Industrials,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.22,1.75,2.28,1.21,1.9,2.54
TPC.JO,Transpaco,General Industrials,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.95,0.94,0.84,0.95,1.02,1.05
TRL.JO,Trellidor,General Industrials,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.88,1.04,0.79,0.88,1.14,1.0
TRE.JO,Trencor,General Industrials,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.02,0.89,0.93,1.02,0.97,1.14
LHC.JO,LIFE HEALTHCARE GROUP,Health Care Providers,957.0,0.003,12059.76,12.6,STXFIN,%5EJ300,0,,,,,,,,1.02,1.12,0.67,1.02,1.22,0.87
NTC.JO,NETCARE,Health Care Providers,937.0,0.0029,11701.82,12.49,STXFIN,%5EJ300,0,,,,,,,,1.01,0.98,0.83,1.01,1.07,1.04
SAP.JO,SAPPI,Industrial Materials,402.0,0.0052,21047.59,52.42,STXFIN,%5EJ300,0,,,,,,,,1.03,0.87,1.04,1.03,0.95,1.26
YRK.JO,York Timber,Industrial Materials,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.17,1.09,1.04,1.17,1.19,1.25
ARI.JO,AFRICAN RAINBOW,Industrial Metals & Mining,69.0,0.0039,15716.37,228.71,STXRES,%5EJ300,0,,,,,,,,0.91,1.07,1.02,0.88,0.98,1.25
AFT.JO,AFRIMAT LTD,Industrial Metals & Mining,79.0,0.0014,5794.38,73.07,STXRES,%5EJ300,0,,,,,,,,0.95,1.1,0.94,0.92,1.01,1.16
AGL.JO,ANGLO,Industrial Metals & Mining,278.0,0.0383,154135.89,554.01,STXRES,%5EJ300,0,,,,,,,,0.96,0.9,1.08,0.93,0.82,1.31
BHG.JO,BHP Group Limited,Industrial Metals & Mining,128.0,0.0168,67662.05,528.5,STXRES,%5EJ300,0,,,,,,,,0.92,0.98,0.76,0.89,0.9,0.98
GLN.JO,GLENCORE PLC,Industrial Metals & Mining,412.0,0.0113,45482.8,110.46,STXRES,%5EJ300,0,,,,,,,,0.9,0.94,0.88,0.87,0.86,1.1
KIO.JO,KUMBA IRON ORE LTD,Industrial Metals & Mining,37.0,0.0042,16904.86,460.63,STXRES,%5EJ300,0,,,,,,,,0.82,0.81,0.61,0.8,0.74,0.82
S32.JO,SOUTH32 LTD,Industrial Metals & Mining,211.0,0.0024,9536.06,45.24,STXRES,%5EJ300,0,,,,,,,,0.78,0.86,0.82,0.76,0.79,1.04
HDC.JO,HUDACO,Industrial Support Services,22.0,0.001,3884.65,179.5,STXFIN,%5EJ300,0,,,,,,,,0.99,0.94,0.97,0.98,1.03,1.19
FTH.JO,Frontier Transport,Industrial Transportation,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.2,1.19,0.91,1.19,1.29,1.13
GND.JO,GRINDROD,Industrial Transportation,391.0,0.0015,6179.09,15.81,STXFIN,%5EJ300,0,,,,,,,,0.99,1.07,1.16,0.98,1.17,1.38
SNV.JO,Santova,Industrial Transportation,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.03,0.92,0.9,1.03,1.0,1.11
SPG.JO,SUPER GROUP,Industrial Transportation,216.0,0.0016,6338.94,29.32,STXFIN,%5EJ300,0,,,,,,,,0.99,0.96,0.96,0.99,1.05,1.18
ACT.JO,Afrocentric,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.03,0.81,0.78,1.03,0.88,0.99
AFH.JO,ALEXANDER FORBES GROUP HOLDINGS,Investment Banking and Brokerage Service,103.0,0.0002,752.53,7.31,STXFIN,%5EJ300,0,,,,,,,,0.9,0.91,0.95,0.9,0.99,1.17
AIL.JO,Arfican Rainbow Investements,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.02,1.05,1.16,1.02,1.14,1.38
BAT.JO,Brait,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.84,0.58,0.43,0.84,0.63,0.62
CML.JO,CORONATION MANAGER F,Investment Banking and Brokerage Service,160.0,0.0015,5993.41,37.35,STXFIN,%5EJ300,0,,,,,,,,1.01,1.06,1.06,1.01,1.16,1.28
EPE.JO,EPE Capital,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.95,0.9,0.72,0.95,0.98,0.92
GPL.JO,Grand Parade Investements,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.09,1.0,1.11,1.09,1.09,1.33
HCI.JO,HCI,Investment Banking and Brokerage Service,29.0,0.0013,5205.71,179.58,STXFIN,%5EJ300,0,,,,,,,,1.04,0.96,0.95,1.04,1.05,1.16
JSE.JO,JSE,Investment Banking and Brokerage Service,59.0,0.0016,6313.99,106.5,STXFIN,%5EJ300,0,,,,,,,,0.97,1.05,1.07,0.97,1.15,1.29
NY1.JO,Ninety One Limited,Investment Banking and Brokerage Service,150.0,0.0015,5904.26,39.44,STXFIN,%5EJ300,0,,,,,,,,1.0,0.89,0.86,1.0,0.97,1.07
N91.JO,Ninety One Plc,Investment Banking and Brokerage Service,123.0,0.0012,4909.47,39.88,STXFIN,%5EJ300,0,,,,,,,,1.0,0.88,0.87,0.99,0.96,1.08
KST.JO,PSG KONSULT LTD,Investment Banking and Brokerage Service,697.0,0.0031,12360.01,17.74,STXFIN,%5EJ300,0,,,,,,,,0.92,0.94,0.99,0.92,1.02,1.21
PPE.JO,Purple,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.93,0.79,1.07,0.93,0.86,1.29
QLT.JO,QUILTER PLC,Investment Banking and Brokerage Service,581.0,0.004,16037.65,27.58,STXFIN,%5EJ300,0,,,,,,,,1.13,1.07,1.11,1.12,1.17,1.33
RNI.JO,REINET INVESTMENTS SCA,Investment Banking and Brokerage Service,90.0,0.0102,40947.74,454.6,STXACW,%5EJ300,0,,,,,,,,1.06,1.07,,1.04,1.03,1.13
REM.JO,REMGRO,Investment Banking and Brokerage Service,339.0,0.0116,46907.1,138.44,STXFIN,%5EJ300,0,,,,,,,,0.97,0.96,0.78,0.96,1.04,0.99
RMH.JO,RMB Holdings,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.04,0.94,0.98,1.04,1.02,1.19
SBP.JO,Sabvest,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.08,0.96,0.94,1.08,1.05,1.16
SYG.JO,Sygnia,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.98,0.85,0.99,0.97,0.93,1.21
ZED.JO,Zeder,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.09,0.9,0.98,1.09,0.98,1.2
CLI.JO,Clientele,Life Insurance,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.16,0.96,0.9,1.16,1.05,1.12
DSY.JO,DISCOVERY,Life Insurance,362.0,0.0125,50248.07,138.7,STXFIN,%5EJ300,0,,,,,,,,0.99,1.03,0.9,0.99,1.12,1.11
MTM.JO,MTM MOMENTUM METROPOLITAN HOLDINGS LTD,Life Insurance,779.0,0.0045,18106.79,23.25,STXFIN,%5EJ300,0,,,,,,,,1.1,1.07,1.13,1.1,1.17,1.35
OMU.JO,OLD MUTUAL LTD,Life Insurance,2941.0,0.0092,36884.29,12.54,STXFIN,%5EJ300,0,,,,,,,,0.96,0.94,0.87,0.96,1.03,1.08
SLM.JO,SANLAM,Life Insurance,1174.0,0.0239,96405.72,82.14,STXFIN,%5EJ300,0,,,,,,,,0.95,1.01,0.98,0.95,1.1,1.2
AME.JO,Africa media Entertainment,Media,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.96,1.13,1.23,0.96,1.24,1.45
CAT.JO,Caxton,Media,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.04,0.87,0.86,1.04,0.95,1.07
EMH.JO,E-Media,Media,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.99,0.83,0.93,0.99,0.9,1.15
OUT.JO,OUTSURANCE,Nonlife Insurance,574.0,0.0067,27121.55,47.25,STXFIN,%5EJ300,0,,,,,,,,1.01,1.01,1.0,1.01,1.11,1.22
SNT.JO,SANTAM,Nonlife Insurance,27.0,0.0022,8910.41,329.66,STXFIN,%5EJ300,0,,,,,,,,0.97,0.94,0.97,0.97,1.02,1.18
EXX.JO,EXXARO RESOURCES LTD,Oil & Gas and Coal,163.0,0.0078,31388.39,192.6,STXRES,%5EJ300,0,,,,,,,,1.03,1.03,0.91,1.0,0.95,1.14
TGA.JO,Thungela Resources Ltd,Oil & Gas and Coal,75.0,0.0021,8536.44,113.76,STXRES,%5EJ300,0,,,,,,,,1.03,0.92,0.89,1.0,0.84,1.11
BID.JO,BID CORP LTD,Personal Care Drug and Grocery Stores,225.0,0.0237,95558.11,425.17,STXACW,%5EJ300,0,,,,,,,,1.04,1.01,,1.03,0.98,1.04
CLS.JO,CLICKS GROUP,Personal Care Drug and Grocery Stores,161.0,0.0134,54039.71,336.6,STXFIN,%5EJ300,0,,,,,,,,1.02,1.01,1.01,1.02,1.11,1.23
DCP.JO,DIS-CHEM,Personal Care Drug and Grocery Stores,291.0,0.0025,9882.11,33.95,STXFIN,%5EJ300,0,,,,,,,,1.03,0.93,1.03,1.02,1.02,1.25
PIK.JO,PIK N PAY,Personal Care Drug and Grocery Stores,249.0,0.0017,6684.26,26.8,STXFIN,%5EJ300,0,,,,,,,,0.88,0.98,0.82,0.88,1.07,1.03
SHP.JO,SHOPRITE,Personal Care Drug and Grocery Stores,324.0,0.0232,93479.44,288.5,STXFIN,%5EJ300,0,,,,,,,,1.02,1.03,0.98,1.02,1.13,1.2
SPP.JO,SPAR,Personal Care Drug and Grocery Stores,131.0,0.0038,15476.19,118.5,STXFIN,%5EJ300,0,,,,,,,,1.05,1.09,0.93,1.05,1.19,1.14
CFR.JO,COMPAGNIE FINANCIERE,Personal Goods,40.0,0.0277,111535.13,2782.65,STXACW,%5EJ300,0,,,,,,,,0.98,1.01,,0.97,0.98,1.1
AIP.JO,ADCOCK INGRAM,Pharmaceuticals & Biotechnology,46.0,0.0007,2707.49,59.5,STXFIN,%5EJ300,0,,,,,,,,0.95,0.92,0.94,0.95,1.0,1.15
APN.JO,ASPEN,Pharmaceuticals & Biotechnology,261.0,0.0153,61449.02,235.44,STXFIN,%5EJ300,0,,,,,,,,1.04,0.93,1.09,1.04,1.01,1.31
ANG.JO,ANGLO GOLD ASHANTI,Precious Metals and Mining,207.0,0.0262,105762.12,511.7,STXRES,%5EJ300,0,,,,,,,,1.06,1.18,1.29,1.03,1.08,1.53
AMS.JO,ANGLOPLAT,Precious Metals and Mining,39.0,0.0062,24893.42,644.5,STXRES,%5EJ300,0,,,,,,,,1.14,1.04,0.77,1.11,0.96,0.99
DRD.JO,DRDGOLD LTD,Precious Metals and Mining,282.0,0.0012,4834.76,17.13,STXRES,%5EJ300,0,,,,,,,,1.11,1.26,1.06,1.08,1.15,1.29
GFI.JO,GOLDFIELDS LTD,Precious Metals and Mining,595.0,0.0421,169740.04,285.45,STXRES,%5EJ300,0,,,,,,,,1.09,1.02,0.97,1.06,0.93,1.2
HAR.JO,HARMONY GOLD MINING,Precious Metals and Mining,376.0,0.0165,66466.68,176.6,STXRES,%5EJ300,0,,,,,,,,0.98,1.04,1.25,0.95,0.95,1.49
IMP.JO,IMPLATS,Precious Metals and Mining,548.0,0.0129,51903.59,94.66,STXRES,%5EJ300,0,,,,,,,,0.96,1.02,1.12,0.93,0.93,1.35
NPH.JO,Northam Platinum Holdings,Precious Metals and Mining,241.0,0.0076,30636.23,127.22,STXRES,%5EJ300,0,,,,,,,,1.12,1.11,1.0,1.09,1.01,1.22
PAN.JO,PAN AFRICAN RESOURCE,Precious Metals and Mining,1068.0,0.0017,6726.23,6.3,STXRES,%5EJ300,0,,,,,,,,1.08,1.25,1.39,1.05,1.15,1.64
SSW.JO,Sibanye Stillwater Ltd,Precious Metals and Mining,1902.0,0.0101,40659.72,21.38,STXRES,%5EJ300,0,,,,,,,,0.95,0.91,0.77,0.92,0.84,0.98
FFB.JO,FORTRESS REIT LTD B,Real Estate Investment & Serv,804.0,0.0033,13204.0,16.42,STXPRO,%5EJ300,0,,,,,,,,1.04,1.08,1.06,1.02,1.1,1.19
LTE.JO,LIGHTHOUSE CAPITAL LTD,Real Estate Investment & Serv,690.0,0.0014,5519.54,8.0,STXPRO,%5EJ300,0,,,,,,,,1.03,0.94,1.0,1.01,0.96,1.14
MSP.JO,MAS REAL ESTATE INC,Real Estate Investment & Serv,301.0,0.0013,5388.85,17.91,STXPRO,%5EJ300,0,,,,,,,,1.08,1.02,0.94,1.06,1.04,1.08
NRP.JO,NEPI ROCKCASTLE PLC,Real Estate Investment & Serv,373.0,0.0121,48760.45,130.89,STXPRO,%5EJ300,0,,,,,,,,1.04,1.01,1.03,1.02,1.03,1.17
ATT.JO,ATTACQ,Real Estate Investment Trusts,465.0,0.0012,5037.97,10.84,STXPRO,%5EJ300,0,,,,,,,,1.01,1.0,1.06,0.98,1.02,1.2
BTN.JO,Burstone Group Limited,Real Estate Investment Trusts,387.0,0.0007,2774.31,7.16,STXPRO,%5EJ300,0,,,,,,,,1.08,1.07,0.88,1.06,1.09,1.03
DLT.JO,Delta Property,Real Estate Investment Trusts,,0.0,,,STXPRO,%5EJ300,0,,,,,,,,1.5,1.98,1.72,1.47,2.01,1.82
EMI.JO,EMIRA,Real Estate Investment Trusts,153.0,0.0004,1708.05,11.18,STXPRO,%5EJ300,0,,,,,,,,0.98,1.05,1.14,0.96,1.07,1.27
EQU.JO,EQUITES PROPERTY FUND LTD,Real Estate Investment Trusts,528.0,0.0018,7184.94,13.62,STXPRO,%5EJ300,0,,,,,,,,1.04,0.99,0.89,1.02,1.01,1.03
FTB.JO,FAIRVEST LIMITED B,Real Estate Investment Trusts,932.0,0.0009,3681.48,3.95,STXPRO,%5EJ300,0,,,,,,,,1.0,1.03,0.98,0.98,1.05,1.12
GRT.JO,GROWTHPOINT,Real Estate Investment Trusts,2260.0,0.0069,27635.61,12.23,STXPRO,%5EJ300,0,,,,,,,,1.02,1.03,0.97,1.0,1.05,1.11
HMN.JO,HAMMERSON PLC,Real Estate Investment Trusts,448.0,0.0008,3025.87,6.76,STXPRO,%5EJ300,0,,,,,,,,1.01,0.97,1.03,0.98,0.99,1.17
HYP.JO,HYPROP,Real Estate Investment Trusts,248.0,0.002,8117.3,32.71,STXPRO,%5EJ300,0,,,,,,,,0.97,1.02,0.93,0.95,1.04,1.07
PPR.JO,Putprop,Real Estate Investment Trusts,,0.0,,,STXPRO,%5EJ300,0,,,,,,,,1.0,0.94,0.94,0.98,0.96,1.08
RDF.JO,REDEFINE,Real Estate Investment Trusts,4600.0,0.0048,19503.97,4.24,STXPRO,%5EJ300,0,,,,,,,,1.01,0.98,0.96,0.99,1.0,1.1
RES.JO,RESILIENT REIT LIMITED,Real Estate Investment Trusts,203.0,0.0026,10284.24,50.54,STXPRO,%5EJ300,0,,,,,,,,1.04,1.03,1.03,1.01,1.05,1.17
SAC.JO,SA CORP REAL ESTATE,Real Estate Investment Trusts,1638.0,0.0011,4405.85,2.69,STXPRO,%5EJ300,0,,,,,,,,1.05,0.98,1.03,1.03,1.0,1.16
SHC.JO,Shaftesbury Capital,Real Estate Investment Trusts,85.0,0.0007,2840.55,33.3,STXPRO,%5EJ300,0,,,,,,,,1.08,1.03,1.1,1.05,1.05,1.23
SRE.JO,SIRIUS REAL ESTATE LTD,Real Estate Investment Trusts,269.0,0.0015,5931.54,22.05,STXPRO,%5EJ300,0,,,,,,,,1.02,0.93,1.03,1.0,0.94,1.16
SSS.JO,STOR-AGE PROPERTY REIT LTD,Real Estate Investment Trusts,258.0,0.0009,3445.07,13.35,STXPRO,%5EJ300,0,,,,,,,,1.01,0.95,0.91,0.99,0.96,1.05
VKE.JO,VUKILE,Real Estate Investment Trusts,667.0,0.0027,10820.81,16.22,STXPRO,%5EJ300,0,,,,,,,,1.06,1.02,1.03,1.03,1.04,1.17
AOO.JO,African and Overseas,Retailers,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.99,0.87,0.89,0.99,0.95,1.1
CSB.JO,CASHBUILD,Retailers,15.0,0.0006,2500.45,169.78,STXFIN,%5EJ300,0,,,,,,,,1.02,0.98,0.93,1.02,1.07,1.14
CMH.JO,CMH Holdings,Retailers,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.98,0.87,0.94,0.98,0.95,1.15
HIL.JO,Homechoice,Retailers,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.99,0.01,0.01,0.99,0.01,0.19
ITE.JO,ITALTILE,Retailers,297.0,0.0009,3538.65,11.9,STXFIN,%5EJ300,0,,,,,,,,0.98,1.11,0.92,0.98,1.21,1.14
