CODE,SHARE NAME,INDUSTRY,SHARES,WEIGHT,MARKET CAP,CLOSING,RSI Comparison Sector,RSI Comparison Market,Commodity,Current Price,Current Value,Next Week Prediction,Next Month Prediction,Z-Score,Overbought_Oversold,Overbought_Oversold_Value,Sector RSI 1m,Sector RSI 3m,Sector RSI 6m,Market RSI 1m,Market RSI 3m,Market RSI 6m
KAL.JO,KAL Group,Retailers,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.95,0.92,0.96,0.94,0.99,1.17
LEW.JO,Lewis,Retailers,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.98,1.08,1.16,0.98,1.16,1.37
MTH.JO,MOTUS HOLDINGS LTD,Retailers,99.0,0.0024,9726.47,98.72,STXFIN,%5EJ300,0,,,,,,,,1.0,1.03,0.88,0.99,1.11,1.09
MRP.JO,MR PRICE GROUP LTD,Retailers,168.0,0.0083,33520.05,199.53,STXFIN,%5EJ300,0,,,,,,,,1.05,1.02,1.11,1.04,1.1,1.32
MST.JO,Mustek,Retailers,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.42,1.31,0.93,1.41,1.42,1.13
NWL.JO,Nuworld,Retailers,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.99,0.88,0.85,0.98,0.95,1.06
PPH.JO,PEPKOR HOLDINGS LTD,Retailers,1767.0,0.0085,34239.5,19.38,STXFIN,%5EJ300,0,,,,,,,,1.03,0.97,0.9,1.02,1.05,1.11
RTN.JO,Rex Trueform,Retailers,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.99,0.69,63.71,0.98,0.75,65.74
TFG.JO,THE FOSCHINI GROUP LTD,Retailers,218.0,0.007,28406.89,130.07,STXFIN,%5EJ300,0,,,,,,,,1.02,1.15,1.03,1.01,1.24,1.24
TRU.JO,TRUWORTHS,Retailers,250.0,0.0057,23005.52,91.97,STXFIN,%5EJ300,0,,,,,,,,0.94,1.0,1.04,0.93,1.08,1.25
WBC.JO,We Buy Cars,Retailers,134.0,0.0009,3458.25,25.8,STXFIN,%5EJ300,0,,,,,,,,0.96,1.11,,0.95,1.2,
WHL.JO,Woolworths,Retailers,603.0,0.0091,36597.49,60.69,STXFIN,%5EJ300,0,,,,,,,,0.93,0.86,0.76,0.92,0.93,0.96
ZZD.JO,Zeda,Retailers,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.94,0.9,0.87,0.93,0.98,1.07
4SI.JO,4Sight,Software & Computer Services,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.03,0.88,0.74,1.02,0.96,0.94
BYI.JO,Bytes Technology Group,Software & Computer Services,34.0,0.001,4179.73,123.93,STXFIN,%5EJ300,0,,,,,,,,0.89,0.88,0.68,0.88,0.95,0.87
DTC.JO,DATATEC,Software & Computer Services,139.0,0.0013,5262.69,37.99,STXFIN,%5EJ300,0,,,,,,,,0.93,0.81,0.76,0.92,0.87,0.96
EOH.JO,EOH,Software & Computer Services,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.95,1.12,1.1,0.95,1.22,1.32
ISA.JO,ISA Holdings,Software & Computer Services,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.97,1.02,1.22,0.96,1.1,1.43
MFL.JO,Metrofile,Software & Computer Services,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.87,0.81,0.71,0.87,0.87,0.91
NPN.JO,NASPERS -N,Software & Computer Services,93.0,0.0811,326912.28,3531.13,STXACW,%5EJ300,0,,,,,,,,1.0,0.91,,0.97,0.88,1.1
PRX.JO,PROSUS NV,Software & Computer Services,170.0,0.0272,109554.3,645.0,STXACW,%5EJ300,0,,,,,,,,0.97,0.92,,0.95,0.89,1.12
SEB.JO,Sebata,Software & Computer Services,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.89,0.45,34.52,0.89,0.49,35.7
ADR.JO,Adcorp Holdings,Support Services,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.1,0.88,1.12,1.1,0.95,1.33
PMV.JO,Primeserv,Support Services,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,1.25,1.42,1.35,1.24,1.54,1.57
WKF.JO,Workforce,Support Services,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,88.59,107.26,0.81,87.84,115.99,1.01
BLU.JO,BLUE LABEL TELECOMS,Telecommunications Service Providers,330.0,0.0003,1401.32,4.24,STXFIN,%5EJ300,0,,,,,,,,1.03,0.85,1.1,1.02,0.91,1.31
CGN.JO,Cognition Holdings,Telecommunications Service Providers,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.98,0.01,0.01,0.98,0.01,0.19
HUG.JO,Huge Group,Telecommunications Service Providers,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.99,0.88,0.93,0.98,0.96,1.14
MTN.JO,MTN GROUP,Telecommunications Service Providers,1220.0,0.0249,100211.73,82.14,STXFIN,%5EJ300,0,,,,,,,,0.93,0.73,0.73,0.92,0.78,0.93
MCG.JO,MULTICHOICE GROUP LTD,Telecommunications Service Providers,191.0,0.005,20039.83,104.8,STXFIN,%5EJ300,0,,,,,,,,1.02,0.79,1.0,1.01,0.85,1.2
TKG.JO,TELKOM,Telecommunications Service Providers,190.0,0.0011,4533.15,23.86,STXFIN,%5EJ300,0,,,,,,,,1.01,0.81,0.72,1.0,0.88,0.92
VOD.JO,VODACOM GROUP LIMITED,Telecommunications Service Providers,405.0,0.0097,39057.97,96.52,STXFIN,%5EJ300,0,,,,,,,,1.02,0.95,0.93,1.01,1.03,1.13
BTI.JO,BRITISH AMERICAN TOBACCO PLC,Tobacco,175.0,0.0249,100481.37,575.34,STXACW,%5EJ300,0,,,,,,,,1.11,1.11,,1.08,1.08,1.2
CLH.JO,City Lodge,Travel & Leisure,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.93,0.9,0.79,0.92,0.97,0.99
FBR.JO,FAMOUS BRANDS LTD,Travel & Leisure,59.0,0.0008,3188.34,53.82,STXFIN,%5EJ300,0,,,,,,,,0.97,0.9,0.85,0.96,0.97,1.05
SSU.JO,Southern Sun LTD,Travel & Leisure,545.0,0.0008,3092.42,5.67,STXFIN,%5EJ300,0,,,,,,,,1.06,1.04,0.99,1.05,1.12,1.2
SUR.JO,Spur,Travel & Leisure,,0.0,,,STXFIN,%5EJ300,0,,,,,,,,0.99,0.97,0.96,0.98,1.05,1.17
SUI.JO,SUN INT LTD,Travel & Leisure,118.0,0.0011,4462.67,37.68,STXFIN,%5EJ300,0,,,,,,,,0.98,0.96,0.82,0.98,1.03,1.02
TSG.JO,TSOGO SUN GAMING LIMITED,Travel & Leisure,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,0,,,,,,,,0.96,0.87,0.84,0.95,0.94,1.04
%5ETNX,CBOE Interest Rate 10 Year T No,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,0,,,,,,,,0.93,0.8,0.83,0.92,0.87,1.02
PA=F,Palladium Sep 24,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,1,1198.69,1198.69,-0.14,-0.15,-1.82,-0.11,0.89,0.88,0.82,0.86,0.87,0.89,1.04
XRH0.L,db Physical Rhodium ETC,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,1,1327.51,1327.51,0.2,0.22,-1.34,0.04,1.04,0.93,0.6,0.98,0.93,0.65,1.18
CL=F,Crude Oil Aug 24,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,1,189.95,189.95,0.1,0.11,-1.63,-0.07,0.93,0.91,0.85,0.88,0.91,0.92,1.06
GC=F,Gold Aug 24,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,1,2554.04,2554.04,-0.06,-0.06,-0.9,-0.03,0.97,1.01,0.9,1.05,1.0,0.97,1.24
PL=F,Platinum Oct 24,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,1,5520.52,5520.52,0.0,0.0,-0.65,0.0,1.0,0.96,0.86,0.95,0.96,0.93,1.14
DJP,iPath Bloomberg Commodity Index Total Return(SM) ETN,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,1,337.33,337.33,0.02,0.02,-0.55,0.03,1.03,0.93,0.82,0.9,0.92,0.89,1.09
XC=F,Mini-Corn Futures,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,1,7332.54,,,,,,,0.93,0.75,0.78,0.93,0.81,0.96
HG=F,Copper,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,1,75.86,,,,,,,0.9,0.78,0.97,0.89,0.85,1.16
SB=F,Sugar futures,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,1,331.51,,,,,,,0.91,0.83,0.7,0.9,0.91,0.88
%5EJ300.JO,Capped Top 40 Index,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,0,,,,,,,,1.01,0.92,0.97,1.0,1.0,1.18
