code,share_name,industry,sub_industry,rsi_comparison_market,rsi_comparison_sector,commodity,Current Price,Current Value,Next Week Prediction,Next Month Prediction,Z-Score,Overbought_Oversold,Overbought_Oversold_Value,SECTOR RSI 1M,SECTOR RSI 3M,SECTOR RSI 6M,MARKET RSI 1M,MARKET RSI 3M,MARKET RSI 6M
RBX.JO,Raubex Group Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,4528.0,4528.0,0.0,0.16,1.42,-0.02,0.98,0.92,1.06,1.36,0.95,1.17,1.58
RCL.JO,RCL Foods Limited,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,913.0,913.0,-0.66,-0.69,-1.95,-0.03,0.97,0.92,0.81,0.86,0.95,0.89,1.07
REM.JO,Remgro Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,14300.0,14300.0,-0.26,-0.41,1.89,-0.0,1.0,0.98,0.97,0.83,1.01,1.07,1.04
RFG.JO,RFG Holdings Limited,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,1551.0,1551.0,-0.49,-0.33,0.74,0.0,1.0,0.96,0.95,1.0,0.99,1.05,1.21
RLO.JO,Reunert Ltd,Industrials,Electronic and Electrical Equipment,%5EJ300.JO,STXFIN.JO,False,7470.0,7470.0,-0.03,-0.05,2.07,0.0,1.0,0.97,0.96,0.98,1.0,1.05,1.19
RMH.JO,RMB Holdings Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,42.0,42.0,0.0,0.03,0.88,0.02,1.02,0.95,0.93,1.06,0.98,1.03,1.27
RNI.JO,Reinet Investments S.C.A,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,46776.0,46776.0,-0.08,-0.02,-0.24,0.02,1.02,0.96,0.85,0.8,0.99,0.94,1.01
RTO.JO,Rex Trueform Group Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,11.26,11.26,-0.79,-0.78,,-0.88,0.12,0.01,0.84,0.86,0.01,0.92,1.07
S32.JO,South32 Limited,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,3605.0,3605.0,-0.47,-0.58,1.05,-0.11,0.89,0.97,0.79,0.81,0.93,0.71,1.03
SAP.JO,Sappi Ltd,Basic Materials,Industrial Materials,%5EJ300.JO,STXRES.JO,False,4631.0,4631.0,-0.63,-0.78,-0.28,-0.04,0.96,0.83,0.84,0.82,0.8,0.76,1.04
SBK.JO,Standard Bank Group Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,23651.0,23651.0,-0.04,-0.14,2.11,0.02,1.02,1.04,1.07,1.02,1.07,1.18,1.23
SBP.JO,Sabvest Capital Limited,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,7400.0,7400.0,-0.26,-0.21,1.23,-0.0,1.0,0.93,0.96,0.91,0.96,1.06,1.12
SDO.JO,Stadio Holdings Limited,Consumer Discrescretionary,Consumer Services,%5EJ300.JO,STXFIN.JO,False,559.0,559.0,-0.43,-0.56,0.99,0.02,1.02,0.95,1.01,0.99,0.98,1.11,1.2
SEB.JO,Sebata Holdings Ltd,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,105.0,105.0,-0.93,-0.99,0.78,-0.05,0.95,0.97,0.47,0.49,1.01,0.52,0.69
SEP.JO,Sephaku Holdings Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,215.0,215.0,-0.8,-0.79,1.71,0.06,1.06,1.2,1.75,1.66,1.24,1.92,1.9
SFN.JO,Sasfin Holdings Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,2625.0,2625.0,-0.57,-0.59,0.11,0.13,1.13,0.9,1.36,1.04,0.93,1.5,1.25
SHG.JO,Sea Harvest Group Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,808.0,808.0,-0.94,-0.99,-0.53,-0.01,0.99,0.93,0.89,0.83,0.96,0.98,1.04
SHP.JO,Shoprite Holdings Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,30623.0,30623.0,0.1,0.49,1.69,0.01,1.01,0.98,0.99,1.01,1.01,1.09,1.22
SLM.JO,Sanlam Limited,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,8506.0,8506.0,0.14,0.58,1.95,-0.01,0.99,0.99,0.98,1.05,1.02,1.08,1.26
SNT.JO,Santam Limited,Financials,Non-Life Insurance,%5EJ300.JO,STXFIN.JO,False,35073.0,35073.0,-0.13,-0.41,1.7,-0.0,1.0,0.99,1.0,1.02,1.03,1.1,1.24
SNV.JO,Santova Limited,Industrials,Industrial Transportation,%5EJ300.JO,STXFIN.JO,False,700.0,700.0,-0.26,-0.21,-2.86,0.01,1.01,0.91,0.88,0.87,0.94,0.97,1.08
SOH.JO,South Ocean Holdings Ltd,Industrials,Electronic and Electrical Equipment,%5EJ300.JO,STXFIN.JO,False,270.0,270.0,0.03,0.05,1.05,0.09,1.09,1.04,1.6,193.98,1.08,1.76,201.34
SOL.JO,Sasol Limited,Basic Materials,Chemicals,%5EJ300.JO,STXFIN.JO,False,13385.0,13385.0,-0.77,-0.87,0.04,-0.02,0.98,0.88,0.9,0.81,0.91,0.99,1.02
SPG.JO,Super Group Ltd,Industrials,Industrial Transportation,%5EJ300.JO,STXFIN.JO,False,2687.0,2687.0,-0.54,-0.65,-0.72,-0.02,0.98,0.82,0.81,0.84,0.84,0.89,1.05
SPP.JO,The Spar Group Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,12660.0,12660.0,-0.57,-0.54,1.81,0.01,1.01,0.96,1.04,1.04,0.99,1.14,1.25
SSK.JO,Stefanutti Stck Hldgs Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,289.0,289.0,-0.73,-0.74,1.6,0.04,1.04,0.92,2.37,2.14,0.95,2.62,2.39
SSU.JO,Southern Sun Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,610.0,610.0,-0.14,-0.39,-0.14,0.04,1.04,0.96,0.94,1.03,0.99,1.04,1.25
SSW.JO,Sibanye Stillwater Ltd,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,1958.0,1958.0,-0.87,-0.75,1.07,-0.05,0.95,0.97,0.86,0.8,0.93,0.78,1.02
SUI.JO,Sun International Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,3979.0,3979.0,-0.61,-0.58,1.31,0.02,1.02,1.01,0.93,0.86,1.05,1.03,1.07
SUR.JO,Spur Corporation Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,3450.0,3450.0,-0.13,-0.42,0.32,0.01,1.01,0.93,1.0,1.03,0.96,1.1,1.25
SYG.JO,Sygnia Limited,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,2030.0,2030.0,-0.11,-0.32,-0.07,-0.01,0.99,0.92,0.87,0.95,0.95,0.96,1.16
TBS.JO,Tiger Brands Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,22679.0,22679.0,-0.56,-0.65,1.84,0.03,1.03,0.96,0.96,0.99,0.99,1.06,1.2
TCP.JO,Transaction Capital Ltd,Financials,Finance and Credit Services,%5EJ300.JO,STXFIN.JO,False,293.0,293.0,-0.94,-0.7,1.45,-0.01,0.99,0.96,0.98,0.27,0.99,1.08,0.45
TFG.JO,The Foschini Group Limited,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,13931.0,13931.0,-0.28,-0.39,1.9,0.01,1.01,0.97,1.17,1.11,1.0,1.29,1.33
TGA.JO,Thungela Resources Ltd,Energy,Oil Gas and Coal,%5EJ300.JO,STXFIN.JO,False,12003.0,12003.0,-0.49,-0.42,-1.85,0.04,1.04,0.98,0.77,1.05,1.01,0.85,1.27
TKG.JO,Telkom SA SOC Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,2500.0,2500.0,-0.89,-1.1,2.36,0.0,1.0,1.01,0.85,0.74,1.05,0.94,0.94
TLM.JO,Telemaster Holdings Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,1.03,1.03,-1.08,-0.71,-1.49,-0.24,0.76,0.01,0.68,0.01,0.01,0.75,0.19
TMT.JO,Trematon Capital Inv Ltd,Financials,Closed end Investments,%5EJ300.JO,STXFIN.JO,False,220.0,220.0,-0.41,-0.33,0.24,0.04,1.04,1.0,1.0,0.82,1.03,1.1,1.02
TPC.JO,Transpaco Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,3251.0,3251.0,-0.22,-0.25,-0.44,0.01,1.01,0.89,0.87,0.95,0.92,0.96,1.16
TRL.JO,Trellidor Hldgs Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,164.0,164.0,-0.82,-0.66,-0.58,-0.06,0.94,0.8,0.91,0.85,0.83,1.0,1.06
TRU.JO,Truworths Int Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,9708.0,9708.0,-0.04,-0.18,2.19,-0.01,0.99,1.02,1.01,1.1,1.05,1.11,1.32
TSG.JO,Tsogo Sun Limited,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,1179.0,1179.0,-0.42,-0.42,2.12,0.02,1.02,0.98,0.92,0.9,1.02,1.01,1.11
UPL.JO,Universal Partners Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,1610.0,1610.0,-0.49,-0.21,-0.48,-0.11,0.89,0.68,0.62,57.04,0.7,0.69,59.33
VOD.JO,Vodacom Group Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,10637.0,10637.0,-0.42,-0.48,2.24,0.02,1.02,1.06,0.99,1.02,1.09,1.09,1.24
WBC.JO,We Buy Cars Hlds Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,2757.0,2757.0,-0.14,-0.17,2.11,0.01,1.01,0.99,1.03,,1.03,1.13,
WBO.JO,Wilson Bayly Hlm-Ovc Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,18681.0,18681.0,0.07,0.46,1.53,0.03,1.03,0.96,1.06,1.19,0.99,1.17,1.41
WHL.JO,Woolworths Holdings Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,6556.0,6556.0,-0.27,-0.36,2.01,-0.0,1.0,1.02,0.92,0.84,1.05,1.01,1.05
WKF.JO,Workforce Holdings Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,125.0,125.0,-0.49,-0.48,-0.41,1.08,2.08,0.83,0.85,0.66,0.85,0.94,0.87
YRK.JO,York Timber Holdings Ltd,Basic Materials,Industrial Materials,%5EJ300.JO,STXRES.JO,False,213.0,213.0,-0.56,-0.65,0.54,0.04,1.04,0.94,1.29,1.09,0.91,1.17,1.31
ZED.JO,Zeder Inv Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,191.0,191.0,0.05,0.22,-0.07,0.02,1.02,0.94,0.92,1.12,0.97,1.01,1.34
ZZD.JO,Zeda Limited,Consumer Discrescretionary,Consumer Services,%5EJ300.JO,STXFIN.JO,False,1240.0,1240.0,-0.57,-0.7,1.07,0.0,1.0,0.96,0.94,0.93,0.99,1.03,1.14
