code,share_name,industry,sub_industry,rsi_comparison_market,rsi_comparison_sector,commodity,Current Price,Current Value,Next Week Prediction,Next Month Prediction,Z-Score,Overbought_Oversold,Overbought_Oversold_Value,SECTOR RSI 1M,SECTOR RSI 3M,SECTOR RSI 6M,MARKET RSI 1M,MARKET RSI 3M,MARKET RSI 6M
ARL.JO,Astral Foods Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,17171.0,17171.0,-0.35,-0.39,1.22,0.01,1.01,0.97,0.96,0.98,1.01,1.06,1.19
ART.JO,Argent Industrial Ltd,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,2585.0,2585.0,-0.07,-0.18,2.1,0.04,1.04,1.04,1.06,1.23,1.07,1.17,1.45
ASC.JO,Ascendis Health Ltd,Healthcare,Pharmaceuticals and Biotechnology,%5EJ300.JO,STXFIN.JO,False,72.0,72.0,-0.96,-0.9,1.28,-0.04,0.96,0.86,,,0.89,,
AVI.JO,AVI Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,10038.0,10038.0,0.05,0.34,2.0,0.01,1.01,0.95,0.96,0.98,0.99,1.06,1.2
AYO.JO,Ayo Tech Solutions Ltd,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,54.0,54.0,-0.99,-0.99,0.06,-0.13,0.87,0.96,1.1,0.66,0.99,1.21,0.86
BAT.JO,Brait plc,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,88.0,88.0,-0.97,-0.89,0.34,-0.06,0.94,1.08,0.66,0.4,1.12,0.73,0.59
BAW.JO,Barloworld Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,9379.0,9379.0,-0.32,-0.61,0.7,0.03,1.03,0.99,0.93,1.19,1.02,1.02,1.42
BCF.JO,Bowler Metcalf Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,1300.0,1300.0,-0.26,0.67,-0.5,0.16,1.16,1.08,1.03,1.05,1.12,1.13,1.27
BHG.JO,BHP Group Limited,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,47853.0,47853.0,-0.55,-0.6,-0.85,-0.04,0.96,0.94,0.93,0.73,0.9,0.84,0.94
BID.JO,BID Corporation Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,43504.0,43504.0,-0.16,-0.23,0.47,0.01,1.01,0.92,0.89,0.82,0.95,0.98,1.03
BIK.JO,Brikor Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,14.0,14.0,-0.23,-0.24,-0.64,0.02,1.02,0.93,0.92,0.7,0.96,1.01,0.9
BLU.JO,Blue Label Telecoms Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,445.0,445.0,-0.89,-1.04,3.3,0.01,1.01,0.94,0.88,1.12,0.98,0.97,1.34
BTI.JO,British American Tob plc,Consumer Staples,Tobacco,%5EJ300.JO,STXACW.JO,False,63825.0,63825.0,-0.18,-0.38,-1.38,0.06,1.06,1.07,1.15,1.16,1.0,1.09,1.2
BVT.JO,Bidvest Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,28387.0,28387.0,0.01,0.1,1.72,-0.02,0.98,0.98,0.97,1.04,1.01,1.07,1.25
BYI.JO,Bytes Technology Grp plc,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,11242.0,11242.0,-0.47,-0.44,0.89,-0.04,0.96,0.89,0.7,0.69,0.92,0.77,0.89
CAT.JO,Caxton CTP Publish Print,Consumer Discrescretionary,Media,%5EJ300.JO,STXFIN.JO,False,1035.0,1035.0,-0.39,-0.36,0.58,0.01,1.01,0.95,0.87,0.89,0.98,0.96,1.1
CFR.JO,Compagnie Fin Richemont,Consumer Discrescretionary,Personal Goods,%5EJ300.JO,STXACW.JO,False,282340.0,282340.0,-0.46,-0.51,2.66,-0.02,0.98,1.02,0.97,0.92,0.96,0.91,0.99
CKS.JO,Crookes Brothers Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,3251.0,3251.0,-0.54,-0.49,0.1,0.04,1.04,0.88,0.9,0.95,0.91,0.99,1.16
CLH.JO,City Lodge Hotels Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,434.0,434.0,-0.93,-0.93,0.96,-0.01,0.99,0.92,0.88,0.82,0.95,0.97,1.03
CLI.JO,Clientele Ltd,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,1155.0,1155.0,-0.25,-0.31,1.64,0.02,1.02,0.96,0.97,0.86,0.99,1.07,1.07
CLS.JO,Clicks Group Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,35650.0,35650.0,-0.03,-0.11,1.32,0.02,1.02,0.96,1.0,1.01,0.99,1.1,1.23
CMH.JO,Combined Motor Hldgs Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,3156.0,3156.0,-0.04,-0.09,2.0,0.01,1.01,1.03,1.06,1.11,1.07,1.17,1.33
CML.JO,Coronation Fund Mngrs Ld,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,3888.0,3888.0,-0.34,-0.05,2.2,-0.0,1.0,0.96,1.02,1.12,1.0,1.12,1.33
COH.JO,Curro Holdings Limited,Consumer Discrescretionary,Consumer Services,%5EJ300.JO,STXFIN.JO,False,1250.0,1250.0,-0.82,-0.88,2.53,0.01,1.01,0.93,0.99,0.95,0.96,1.09,1.16
CPI.JO,Capitec Bank Hldgs Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,289109.0,289109.0,0.12,0.79,2.08,0.02,1.02,0.98,1.09,1.21,1.02,1.2,1.43
CSB.JO,Cashbuild Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,16650.0,16650.0,-0.65,-0.49,1.18,-0.02,0.98,0.92,1.0,1.03,0.94,1.1,1.25
DCP.JO,Dis-Chem Pharmacies Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,3654.0,3654.0,-0.06,-0.11,1.89,0.03,1.03,0.96,0.95,1.04,0.99,1.04,1.26
DNB.JO,Deneb Investments Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,206.0,206.0,-0.57,-0.7,-2.76,0.01,1.01,0.79,0.8,0.81,0.82,0.88,1.02
DRA.JO,DRA Global Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,2300.0,2300.0,-0.82,-1.11,1.04,0.04,1.04,0.99,0.81,0.94,1.02,0.89,1.15
DSY.JO,Discovery Ltd,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,14888.0,14888.0,-0.24,-0.22,1.79,0.02,1.02,1.01,1.1,0.94,1.05,1.21,1.15
DTC.JO,Datatec Ltd,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,3550.0,3550.0,-0.18,-0.25,1.6,-0.01,0.99,0.9,0.83,0.75,0.93,0.92,0.96
EMH.JO,E Media Holdings Ltd,Consumer Discrescretionary,Media,%5EJ300.JO,STXFIN.JO,False,316.0,316.0,-0.84,-0.83,-1.01,0.01,1.01,0.94,0.82,0.91,0.97,0.91,1.12
ENX.JO,enX Group LImited,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,540.0,540.0,-0.03,0.07,-0.52,0.05,1.05,1.01,1.0,1.05,1.04,1.1,1.27
EOH.JO,EOH Holdings Ltd,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,167.0,167.0,-1.07,-21.79,0.9,0.01,1.01,1.0,1.02,1.35,1.03,1.12,1.58
EPE.JO,EPE Capital Partners Ltd,Financials,Closed end Investments,%5EJ300.JO,STXFIN.JO,False,395.0,395.0,-0.93,-1.06,-1.4,0.01,1.01,0.95,0.89,0.74,0.98,0.98,0.94
EXX.JO,Exxaro Resources Ltd,Energy,Oil Gas and Coal,%5EJ300.JO,STXFIN.JO,False,16544.0,16544.0,-0.17,-0.19,-2.28,-0.01,0.99,0.79,0.78,0.81,0.82,0.86,1.01
FBR.JO,Famous Brands Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,5650.0,5650.0,-0.74,-0.93,1.03,0.03,1.03,1.01,0.98,0.86,1.04,1.09,1.07
FSR.JO,Firstrand Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,8420.0,8420.0,-0.07,-0.28,1.84,0.02,1.02,1.0,1.06,1.13,1.03,1.17,1.35
FTH.JO,Frontier Transport Hldg Ld,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,735.0,735.0,-0.23,-0.5,-1.15,0.02,1.02,0.9,0.96,1.07,0.93,1.06,1.28
GFI.JO,Gold Fields Ltd,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,30516.0,30516.0,-0.31,-0.8,1.22,0.01,1.01,1.01,1.08,1.06,0.97,0.98,1.29
GLN.JO,Glencore plc,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,9586.0,9586.0,-0.27,-0.32,0.59,-0.07,0.93,0.91,0.88,0.88,0.88,0.8,1.09
GND.JO,Grindrod Ltd,Industrials,Industrial Transportation,%5EJ300.JO,STXFIN.JO,False,1582.0,1582.0,-0.05,-0.18,2.48,-0.0,1.0,0.93,0.95,1.15,0.96,1.05,1.36
GPL.JO,Grand Parade Inv Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,364.0,364.0,-0.03,0.02,0.03,0.03,1.03,0.93,0.91,1.04,0.96,1.01,1.25
GSH.JO,Grindrod Shipping Hldg Ltd,Industrials,Industrial Transportation,%5EJ300.JO,STXFIN.JO,False,25902.0,25902.0,-0.46,-0.41,0.56,0.02,1.02,0.94,0.88,1.24,0.97,0.97,1.46
HCI.JO,Hosken Cons Inv Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,18068.0,18068.0,-0.29,-0.38,-0.17,-0.01,0.99,0.88,0.91,0.87,0.91,1.0,1.08
HDC.JO,Hudaco Industries Ltd,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,17922.0,17922.0,-0.08,-0.27,-0.84,0.01,1.01,0.96,0.94,0.93,0.99,1.03,1.14
HIL.JO,Homechoice Int plc,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,2900.0,2900.0,-0.16,-0.16,1.2,1.03,2.03,107.64,99.09,1.16,111.1,109.26,1.38
HUG.JO,Huge Group Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,200.0,200.0,-0.74,-0.5,-0.92,-0.01,0.99,0.93,0.71,0.85,0.96,0.78,1.06
IMP.JO,Impala Platinum Hlgs Ltd,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,8872.0,8872.0,-0.69,-0.63,1.09,-0.05,0.95,1.0,0.9,1.13,0.96,0.81,1.36
INL.JO,Investec Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,13683.0,13683.0,-0.05,-0.07,1.06,-0.0,1.0,0.93,0.96,0.94,0.96,1.06,1.15
INP.JO,Investec plc,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,13794.0,13794.0,-0.09,-0.17,1.33,-0.0,1.0,0.92,0.96,0.93,0.95,1.06,1.14
ISA.JO,ISA Holdings Limited,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,190.0,190.0,-0.1,-0.13,1.05,-0.0,1.0,0.92,1.0,1.18,0.95,1.1,1.4
ITE.JO,Italtile Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,1237.0,1237.0,-0.32,-0.23,1.54,0.0,1.0,1.0,1.11,0.99,1.03,1.22,1.21
IVT.JO,Invicta Holdings Ltd,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,3040.0,3040.0,-0.56,-0.41,-1.77,0.05,1.05,0.92,1.0,0.98,0.95,1.1,1.19
JSE.JO,JSE Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,11010.0,11010.0,-0.43,-0.39,2.4,0.01,1.01,0.99,1.0,1.2,1.02,1.1,1.42
KAL.JO,KAL Group Limited,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,4805.0,4805.0,-0.08,-0.12,0.91,-0.0,1.0,0.92,0.86,0.98,0.95,0.95,1.19
KAP.JO,KAP Limited,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,311.0,311.0,-0.68,-0.6,1.46,0.0,1.0,0.96,1.0,1.14,0.99,1.11,1.36
KIO.JO,Kumba Iron Ore Ltd,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,36180.0,36180.0,-0.38,-0.35,-1.54,-0.08,0.92,0.94,0.77,0.61,0.9,0.69,0.82
KRO.JO,Karooooo Ltd,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,66500.0,66500.0,-0.07,-0.04,0.96,0.05,1.05,0.95,1.06,1.13,0.98,1.17,1.35
KST.JO,PSG Fin Services Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,1653.0,1653.0,-0.04,0.16,0.83,-0.03,0.97,0.9,0.91,0.96,0.93,1.0,1.17
LBR.JO,Libstar Holdings Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,411.0,411.0,-0.8,-0.76,0.92,0.02,1.02,0.98,0.9,1.04,1.02,0.99,1.25
LEW.JO,Lewis Group Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,5901.0,5901.0,0.11,0.75,0.22,0.05,1.05,0.99,1.17,1.24,1.02,1.29,1.47
LHC.JO,Life Healthc Grp Hldgs Ltd,Healthcare,Healthcare Providers,%5EJ300.JO,STXFIN.JO,False,1398.0,1398.0,-0.62,-0.65,2.48,0.02,1.02,1.01,1.08,1.04,1.04,1.19,1.26
LNF.JO,London Fin Inv Group plc,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,1480.0,1480.0,-0.68,-0.6,0.88,-0.21,0.79,0.92,105.28,108.9,0.94,116.07,113.11
MCG.JO,MultiChoice Group Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,10921.0,10921.0,-0.44,-0.38,0.94,0.01,1.01,0.93,0.81,0.9,0.96,0.89,1.11
MDI.JO,Master Drilling Grp Ltd,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,1110.0,1110.0,-0.36,-0.25,-2.26,-0.01,0.99,0.98,1.05,0.82,0.94,0.95,1.03
MFL.JO,Metrofile Holdings Ltd,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,236.0,236.0,-0.42,-0.57,-0.18,-0.05,0.95,0.88,0.79,0.77,0.9,0.87,0.97
MNP.JO,Mondi plc,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,34010.0,34010.0,-0.04,0.33,0.15,-0.03,0.97,0.85,0.79,0.86,0.88,0.87,1.06
MPT.JO,Mpact Limited,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,3005.0,3005.0,-0.28,-0.35,1.85,0.03,1.03,0.97,0.95,0.9,1.0,1.05,1.11
MRP.JO,Mr Price Group Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,23398.0,23398.0,-0.19,-0.46,2.47,0.04,1.04,1.03,1.1,1.19,1.07,1.21,1.41
MST.JO,Mustek Ltd,Technology,Technology Hardware and Hardware Equipment,%5EJ300.JO,STXFIN.JO,False,1340.0,1340.0,-0.24,-0.25,1.03,0.13,1.13,1.17,1.35,1.01,1.21,1.48,1.23
MTA.JO,Metair Investments Ltd,Consumer Discrescretionary,Automobile and Parts,%5EJ300.JO,STXFIN.JO,False,1375.0,1375.0,-0.77,-0.46,1.05,0.04,1.04,0.91,1.07,0.86,0.94,1.17,1.07
MTH.JO,Motus Holdings Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,11227.0,11227.0,-0.16,-0.37,2.32,0.03,1.03,1.02,1.08,1.01,1.05,1.19,1.23
MTM.JO,Momentum Group Limited,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,2722.0,2722.0,0.05,0.23,1.54,0.07,1.07,1.09,1.05,1.17,1.13,1.15,1.38
MTN.JO,MTN Group Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,9000.0,9000.0,-0.65,-0.76,1.6,0.0,1.0,1.12,0.9,0.94,1.16,0.99,1.15
MUR.JO,Murray & Roberts Hldgs,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,295.0,295.0,-0.93,-1.14,-1.01,0.14,1.14,1.11,1.54,2.13,1.14,1.7,2.38
N91.JO,Ninety One plc,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,3907.0,3907.0,-0.37,-0.38,1.48,-0.0,1.0,0.9,0.84,0.83,0.93,0.93,1.04
NED.JO,Nedbank Group Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,29763.0,29763.0,-0.04,-0.13,1.63,0.05,1.05,1.07,1.06,1.18,1.1,1.16,1.4
NPH.JO,Northam Platinum Hldgs Ltd,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,12629.0,12629.0,-0.78,-0.79,-0.52,0.01,1.01,0.98,0.93,0.97,0.95,0.84,1.2
NPK.JO,Nampak Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,38800.0,38800.0,-0.93,-0.79,1.33,0.08,1.08,0.95,1.78,1.89,0.98,1.96,2.14
NPN.JO,Naspers Ltd -N-,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,363689.0,363689.0,-0.11,-0.11,0.49,0.01,1.01,0.96,0.8,0.93,0.99,0.88,1.14
NTC.JO,Netcare Limited,Healthcare,Healthcare Providers,%5EJ300.JO,STXFIN.JO,False,1349.0,1349.0,-0.8,-0.74,2.14,0.03,1.03,1.04,1.0,0.84,1.07,1.1,1.05
NVS.JO,Novus Holdings Limited,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,606.0,606.0,-0.11,0.04,-1.18,0.05,1.05,0.92,1.25,1.31,0.95,1.38,1.54
NWL.JO,Nu-World Hldgs Ltd,Consumer Discrescretionary,Leisure Goods,%5EJ300.JO,STXFIN.JO,False,2850.0,2850.0,-0.22,-0.35,0.84,-0.01,0.99,0.96,0.88,0.82,0.99,0.97,1.03
NY1.JO,Ninety One Limited,Financials,Open end and miscellaneous Investment Vehicles,%5EJ300.JO,STXFIN.JO,False,3845.0,3845.0,-0.35,-0.33,1.4,-0.0,1.0,0.91,0.85,0.83,0.94,0.93,1.04
OCE.JO,Oceana Group Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,7090.0,7090.0,-0.32,-0.41,1.13,0.0,1.0,0.97,0.85,0.86,1.0,0.94,1.06
OMN.JO,Omnia Holdings Ltd,Basic Materials,Chemicals,%5EJ300.JO,STXFIN.JO,False,6185.0,6185.0,-0.51,-0.36,-1.1,-0.03,0.97,0.91,1.02,0.88,0.94,1.13,1.09
OMU.JO,Old Mutual Limited,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,1239.0,1239.0,-0.24,-0.17,1.88,-0.01,0.99,0.94,0.94,0.93,0.97,1.03,1.14
OUT.JO,OUTsurance Group Limited,Financials,Non-Life Insurance,%5EJ300.JO,STXFIN.JO,False,4807.0,4807.0,0.05,0.18,1.57,0.0,1.0,0.95,0.96,0.99,0.98,1.06,1.2
PAN.JO,Pan African Resource plc,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,693.0,693.0,-0.08,-0.25,1.34,0.03,1.03,1.07,1.24,1.3,1.02,1.12,1.54
PBG.JO,PBT Group Limited,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,566.0,566.0,-0.23,-0.11,-1.25,-0.02,0.98,0.87,0.8,0.81,0.9,0.88,1.01
PIK.JO,Pick n Pay Stores Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,2364.0,2364.0,-0.78,-0.51,2.09,-0.04,0.96,0.96,0.85,0.86,0.99,0.93,1.07
PMR.JO,Premier Group Limited,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,7501.0,7501.0,-0.02,0.02,0.63,0.02,1.02,0.98,1.06,1.02,1.01,1.17,1.24
PMV.JO,Primeserv Group Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,205.0,205.0,-0.08,-0.18,0.38,0.08,1.08,0.91,1.39,1.29,0.93,1.53,1.52
PPC.JO,PPC Limited,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,400.0,400.0,-0.8,-0.74,1.05,0.05,1.05,1.02,1.06,0.99,1.05,1.17,1.2
PPE.JO,Purple Group Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,77.0,77.0,-0.75,0.11,-0.8,-0.01,0.99,0.96,0.91,1.28,0.99,1.0,1.51
PPH.JO,Pepkor Holdings Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,2107.0,2107.0,-0.15,-0.08,1.33,0.02,1.02,0.99,0.99,0.94,1.02,1.09,1.15
PRX.JO,Prosus N.V.,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,65411.0,65411.0,-0.39,-0.33,0.62,-0.01,0.99,0.93,0.81,0.94,0.96,0.89,1.15
QFH.JO,Quantum Foods Hldgs Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,851.0,851.0,-0.61,-0.76,-1.12,-0.14,0.86,0.78,0.74,1.68,0.8,0.81,1.92
QLT.JO,Quilter plc,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,3339.0,3339.0,-0.13,-0.43,0.72,0.07,1.07,1.06,1.05,1.2,1.09,1.15,1.42
RBO.JO,Rainbow Chicken Limited,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,347.0,,,,,,,0.85,,,0.88,,
