CODE,SHARE NAME,INDUSTRY,SHARES,WEIGHT,MARKET CAP,CLOSING,RSI Comparison Sector,RSI Comparison Market,Current Price,Current Value,Next Week Prediction,Next Month Prediction,Next Week Volume Prediction,Next Month Volume Prediction,Z-Score,Overbought_Oversold,Overbought_Oversold_Value,SECTOR RSI 1M,SECTOR RSI 3M,SECTOR RSI 6M,MARKET RSI 1M,MARKET RSI 3M,MARKET RSI 6M
AGL.JO,ANGLO,Industrial Metals & Mining,278.0,0.0383,154135.89,554.01,STXRES,%5EJ300,51486.0,51486.0,-1.0,-1.0,-1.0,-1.0,-1.39,-0.04,0.96,0.98,0.88,1.05,0.94,0.81,1.32
AIL.JO,African Rainbow Investements,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,674.0,674.0,-1.0,-1.0,-1.0,-1.0,1.16,0.05,1.05,1.02,1.09,1.2,1.02,1.19,1.41
AIP.JO,ADCOCK INGRAM,Pharmaceuticals & Biotechnology,46.0,0.0007,2707.49,59.5,STXFIN,%5EJ300,5710.0,5710.0,-1.0,-1.0,-1.0,-1.0,-1.52,0.01,1.01,0.97,0.91,0.92,0.97,1.0,1.13
AME.JO,Africa media Entertainment,Media,,0.0,,,STXFIN,%5EJ300,4300.0,4300.0,-1.0,-1.0,-1.0,-1.0,0.36,0.03,1.03,0.96,1.17,1.12,0.97,1.27,1.34
AMS.JO,ANGLOPLAT,Precious Metals and Mining,39.0,0.0062,24893.42,644.5,STXRES,%5EJ300,62030.0,62030.0,-1.0,-1.0,-1.0,-1.0,-0.85,0.03,1.03,1.02,0.85,0.75,0.98,0.78,0.99
ANG.JO,ANGLO GOLD ASHANTI,Precious Metals and Mining,207.0,0.0262,105762.12,511.7,STXRES,%5EJ300,52004.0,52004.0,-1.0,-1.0,-1.0,-1.0,0.41,0.08,1.08,1.05,1.26,1.36,1.01,1.16,1.64
ANH.JO,ANHEUSER-BUSCH INBEV,Beverages,51.0,0.0137,55204.04,1077.98,STXACW,%5EJ300,110837.0,110837.0,-1.0,-1.0,-1.0,-1.0,-0.24,-0.01,0.99,1.07,0.94,,1.04,0.94,1.02
AOO.JO,African and Overseas,Retailers,,0.0,,,STXFIN,%5EJ300,16.25,16.25,-1.0,-1.0,-1.0,-1.0,,0.0,1.0,1.01,0.91,0.89,1.01,0.99,1.1
APN.JO,ASPEN,Pharmaceuticals & Biotechnology,261.0,0.0153,61449.02,235.44,STXFIN,%5EJ300,23917.0,23917.0,-1.0,-1.0,-1.0,-1.0,0.08,0.01,1.01,1.02,0.93,1.1,1.02,1.02,1.31
ARI.JO,AFRICAN RAINBOW,Industrial Metals & Mining,69.0,0.0039,15716.37,228.71,STXRES,%5EJ300,20185.0,20185.0,-1.0,-1.0,-1.0,-1.0,-1.75,-0.01,0.99,0.94,0.97,0.98,0.9,0.89,1.24
ARL.JO,ASTRAL,Food Producers,25.0,0.0011,4349.38,171.85,STXFIN,%5EJ300,16643.0,16643.0,-1.0,-1.0,-1.0,-1.0,-0.28,0.05,1.05,1.01,0.99,0.93,1.01,1.08,1.14
ART.JO,Argent,General Industrials,,0.0,,,STXFIN,%5EJ300,2275.0,2275.0,-1.0,-1.0,-1.0,-1.0,0.84,0.04,1.04,1.01,1.06,1.12,1.02,1.16,1.33
ATT.JO,ATTACQ,Real Estate Investment Trusts,465.0,0.0012,5037.97,10.84,STXPRO,%5EJ300,1076.0,1076.0,-1.0,-1.0,-1.0,-1.0,-0.68,0.01,1.01,1.04,0.98,1.05,1.02,1.04,1.19
AVI.JO,AVI LIMITED,Food Producers,224.0,0.0053,21544.49,95.99,STXFIN,%5EJ300,9682.0,9682.0,-1.0,-1.0,-1.0,-1.0,-0.1,0.04,1.04,1.01,0.98,0.97,1.01,1.07,1.18
BAT.JO,Brait,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,88.0,88.0,-1.0,-1.0,-1.0,-1.0,-0.24,-0.04,0.96,0.87,0.69,0.45,0.88,0.76,0.65
BAW.JO,BARWORLD,General Industrials,122.0,0.0027,10983.75,89.72,STXFIN,%5EJ300,9736.0,9736.0,-1.0,-1.0,-1.0,-1.0,2.44,0.01,1.01,1.04,0.95,1.11,1.04,1.04,1.32
BCF.JO,Bowler Metcalf,General Industrials,,0.0,,,STXFIN,%5EJ300,1840.0,1840.0,-1.0,-1.0,-1.0,-1.0,2.1,0.07,1.07,1.69,1.52,1.49,1.69,1.66,1.71
BEL.JO,Bell,General Industrials,,0.0,,,STXFIN,%5EJ300,5035.0,5035.0,-1.0,-1.0,-1.0,-1.0,0.37,0.29,1.29,1.69,1.64,1.87,1.7,1.79,2.1
BHG.JO,BHP Group Limited,Industrial Metals & Mining,128.0,0.0168,67662.05,528.5,STXRES,%5EJ300,48702.0,48702.0,-1.0,-1.0,-1.0,-1.0,-1.27,-0.03,0.97,0.98,1.0,0.73,0.94,0.92,0.97
BID.JO,BID CORP LTD,Personal Care Drug and Grocery Stores,225.0,0.0237,95558.11,425.17,STXACW,%5EJ300,43518.0,43518.0,-1.0,-1.0,-1.0,-1.0,-0.13,0.02,1.02,1.06,0.97,,1.03,0.97,1.06
BIK.JO,Brikcor,Construction & Materials,,0.0,,,STXFIN,%5EJ300,16.0,16.0,-1.0,-1.0,-1.0,-1.0,4.25,0.0,1.0,1.01,0.98,0.78,1.01,1.07,0.98
BLU.JO,BLUE LABEL TELECOMS,Telecommunications Service Providers,330.0,0.0003,1401.32,4.24,STXFIN,%5EJ300,429.0,429.0,-1.0,-1.0,-1.0,-1.0,0.05,0.02,1.02,1.02,0.9,1.13,1.03,0.98,1.34
BTI.JO,BRITISH AMERICAN TOBACCO PLC,Tobacco,175.0,0.0249,100481.37,575.34,STXACW,%5EJ300,63899.0,63899.0,-1.0,-1.0,-1.0,-1.0,0.74,0.05,1.05,1.15,1.13,,1.12,1.12,1.19
BTN.JO,Burstone Group Limited,Real Estate Investment Trusts,387.0,0.0007,2774.31,7.16,STXPRO,%5EJ300,768.0,768.0,-1.0,-1.0,-1.0,-1.0,-0.48,0.06,1.06,1.11,1.04,0.87,1.09,1.1,1.02
BVT.JO,BIDVEST GROUP LIMITED,General Industrials,229.0,0.0162,65250.09,284.99,STXFIN,%5EJ300,26042.0,26042.0,-1.0,-1.0,-1.0,-1.0,-1.62,0.02,1.02,0.92,0.92,0.99,0.92,1.0,1.2
BYI.JO,Bytes Technology Group,Software & Computer Services,34.0,0.001,4179.73,123.93,STXFIN,%5EJ300,11200.0,11200.0,-1.0,-1.0,-1.0,-1.0,-1.36,-0.06,0.94,0.91,0.86,0.63,0.91,0.94,0.83
CAC.JO,CAFCA,General Industrials,,0.0,,,STXFIN,%5EJ300,3.78,3.78,-1.0,-1.0,-1.0,-1.0,,-0.95,0.05,1.01,1.43,1.77,1.01,1.56,2.0
CAT.JO,Caxton,Media,,0.0,,,STXFIN,%5EJ300,1030.0,1030.0,-1.0,-1.0,-1.0,-1.0,0.82,-0.0,1.0,1.01,0.89,0.86,1.02,0.97,1.07
CFR.JO,COMPAGNIE FINANCIERE,Personal Goods,40.0,0.0277,111535.13,2782.65,STXACW,%5EJ300,266161.0,266161.0,-1.0,-1.0,-1.0,-1.0,-1.69,-0.03,0.97,0.99,0.98,,0.96,0.97,1.03
CGN.JO,Cognition Holdings,Telecommunications Service Providers,,0.0,,,STXFIN,%5EJ300,1.03,1.03,-1.0,-1.0,-1.0,-1.0,-2.9,-0.05,0.95,1.01,0.01,0.01,1.01,0.01,0.19
CKS.JO,Crookes Brothers,Food Producers,,0.0,,,STXFIN,%5EJ300,3151.0,3151.0,-1.0,-1.0,-1.0,-1.0,-0.92,0.07,1.07,0.94,0.95,0.92,0.94,1.04,1.13
CL=F,Crude Oil Aug 24,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,189.95,189.95,-1.0,-1.0,-1.0,-1.0,-1.63,-0.07,0.93,0.9,0.85,0.84,0.9,0.93,1.04
CLH.JO,City Lodge,Travel & Leisure,,0.0,,,STXFIN,%5EJ300,419.0,419.0,-1.0,-1.0,-1.0,-1.0,-1.59,0.01,1.01,0.95,0.92,0.78,0.95,1.01,0.99
CLI.JO,Clientele,Life Insurance,,0.0,,,STXFIN,%5EJ300,1099.0,1099.0,-1.0,-1.0,-1.0,-1.0,0.22,0.02,1.02,1.09,0.96,0.81,1.1,1.04,1.02
CLS.JO,CLICKS GROUP,Personal Care Drug and Grocery Stores,161.0,0.0134,54039.71,336.6,STXFIN,%5EJ300,35380.0,35380.0,-1.0,-1.0,-1.0,-1.0,1.43,0.05,1.05,1.05,1.05,1.05,1.05,1.15,1.27
CMH.JO,CMH Holdings,Retailers,,0.0,,,STXFIN,%5EJ300,2739.0,2739.0,-1.0,-1.0,-1.0,-1.0,-1.27,0.03,1.03,0.93,0.89,0.89,0.94,0.98,1.1
CML.JO,CORONATION MANAGER F,Investment Banking and Brokerage Service,160.0,0.0015,5993.41,37.35,STXFIN,%5EJ300,3684.0,3684.0,-1.0,-1.0,-1.0,-1.0,-1.19,0.05,1.05,0.98,1.01,1.03,0.98,1.1,1.24
COH.JO,CURRO HOLDINGS LTD,Consumer Services,328.0,0.001,3885.51,11.85,STXFIN,%5EJ300,1161.0,1161.0,-1.0,-1.0,-1.0,-1.0,-1.45,0.06,1.06,0.97,0.96,0.93,0.97,1.05,1.14
CPI.JO,CAPITEC,Banks,58.0,0.0375999999999999,151537.4,2635.0,STXFIN,%5EJ300,279304.0,279304.0,-1.0,-1.0,-1.0,-1.0,0.69,0.08,1.08,1.07,1.1,1.24,1.07,1.21,1.45
CSB.JO,CASHBUILD,Retailers,15.0,0.0006,2500.45,169.78,STXFIN,%5EJ300,15066.0,15066.0,-1.0,-1.0,-1.0,-1.0,-2.85,0.06,1.06,0.94,0.93,0.97,0.94,1.02,1.18
DCP.JO,DIS-CHEM,Personal Care Drug and Grocery Stores,291.0,0.0025,9882.11,33.95,STXFIN,%5EJ300,3564.0,3564.0,-1.0,-1.0,-1.0,-1.0,0.77,0.03,1.03,1.05,0.95,1.07,1.06,1.04,1.28
DJP,iPath Bloomberg Commodity Index Total Return(SM) ETN,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,337.33,337.33,-1.0,-1.0,-1.0,-1.0,-0.55,0.03,1.03,0.94,0.82,0.9,0.94,0.9,1.1
DLT.JO,Delta Property,Real Estate Investment Trusts,,0.0,,,STXPRO,%5EJ300,29.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.24,0.09,1.09,1.13,1.67,1.61,1.12,1.76,1.72
DRD.JO,DRDGOLD LTD,Precious Metals and Mining,282.0,0.0012,4834.76,17.13,STXRES,%5EJ300,1696.0,1696.0,-1.0,-1.0,-1.0,-1.0,-1.53,0.06,1.06,1.01,1.14,1.05,0.97,1.04,1.31
DSY.JO,DISCOVERY,Life Insurance,362.0,0.0125,50248.07,138.7,STXFIN,%5EJ300,13791.0,13791.0,-1.0,-1.0,-1.0,-1.0,-0.02,0.06,1.06,1.0,1.06,0.9,1.0,1.16,1.1
DTC.JO,DATATEC,Software & Computer Services,139.0,0.0013,5262.69,37.99,STXFIN,%5EJ300,3381.0,3381.0,-1.0,-1.0,-1.0,-1.0,-2.22,-0.01,0.99,0.93,0.8,0.75,0.93,0.87,0.95
EMH.JO,E-Media,Media,,0.0,,,STXFIN,%5EJ300,328.0,328.0,-1.0,-1.0,-1.0,-1.0,0.88,0.06,1.06,1.01,0.85,0.79,1.01,0.93,0.99
EMI.JO,EMIRA,Real Estate Investment Trusts,153.0,0.0004,1708.05,11.18,STXPRO,%5EJ300,1100.0,1100.0,-1.0,-1.0,-1.0,-1.0,1.28,0.06,1.06,1.0,1.06,1.19,0.99,1.12,1.32
ENX.JO,ENX Group,General Industrials,,0.0,,,STXFIN,%5EJ300,555.0,555.0,-1.0,-1.0,-1.0,-1.0,1.11,0.04,1.04,1.17,0.55,0.56,1.17,0.61,0.76
EOH.JO,EOH,Software & Computer Services,,0.0,,,STXFIN,%5EJ300,151.0,151.0,-1.0,-1.0,-1.0,-1.0,-1.01,-0.0,1.0,0.96,0.99,1.24,0.96,1.08,1.46
